,Tipo,Operación,Provincia,Vendedor
1299,Suelo,Venta,Barcelona,Carmen
1300,Suelo,Venta,Tarragona,Carmen
1301,Casa,Venta,Girona,Luisa
1302,Suelo,Venta,Tarragona,Pedro
1303,Industrial,Venta,Tarragona,Pedro
1304,Oficina,Venta,Tarragona,Jesús
1305,Casa,Venta,Barcelona,María
1306,Industrial,Venta,Girona,Pedro
1307,Parking,Venta,Lleida,Joaquín
1308,Parking,Alquiler,Lleida,Pedro
1309,Casa,Alquiler,Lleida,Carmen
1310,Casa,Alquiler,Girona,Pedro
1311,Oficina,Venta,Girona,Jesús
1312,Piso,Alquiler,Lleida,Luisa
1313,Local,Alquiler,Tarragona,Luisa
1314,Parking,Alquiler,Lleida,María
1315,Piso,Alquiler,Barcelona,Luisa
1316,Oficina,Venta,Tarragona,Pedro
1317,Casa,Alquiler,Tarragona,María
1318,Casa,Alquiler,Lleida,Luisa
1319,Piso,Alquiler,Girona,María
1320,Local,Alquiler,Girona,Pedro
1321,Local,Venta,Lleida,Joaquín
1322,Piso,Alquiler,Lleida,Carmen
1323,Oficina,Venta,Girona,Pedro
1324,Piso,Alquiler,Barcelona,Carmen
1325,Industrial,Alquiler,Barcelona,Carmen
1326,Industrial,Venta,Barcelona,Jesús
1327,Parking,Alquiler,Barcelona,Carmen
1328,Oficina,Venta,Girona,Carmen
1329,Casa,Alquiler,Lleida,Carmen
1330,Piso,Venta,Tarragona,Luisa
1331,Parking,Alquiler,Tarragona,Luisa
1332,Industrial,Venta,Tarragona,Carmen
1333,Suelo,Alquiler,Lleida,Luisa
1334,Local,Venta,Tarragona,María
1335,Industrial,Alquiler,Tarragona,Pedro
1336,Local,Alquiler,Girona,María
1337,Oficina,Venta,Girona,Carmen
1338,Oficina,Alquiler,Tarragona,Pedro
1339,Oficina,Venta,Tarragona,Carmen
1340,Local,Venta,Girona,Luisa
1341,Parking,Venta,Barcelona,Carmen
1342,Suelo,Alquiler,Barcelona,Carmen
1343,Parking,Venta,Tarragona,Carmen
1344,Suelo,Alquiler,Lleida,Jesús
1345,Local,Alquiler,Barcelona,Carmen
1346,Local,Venta,Barcelona,Pedro
1347,Casa,Venta,Lleida,Joaquín
1348,Casa,Venta,Barcelona,Joaquín
1349,Suelo,Alquiler,Girona,Pedro
1350,Piso,Venta,Tarragona,Carmen
1351,Piso,Venta,Girona,Jesús
1352,Industrial,Alquiler,Barcelona,Luisa
1353,Industrial,Venta,Barcelona,Jesús
1354,Piso,Alquiler,Tarragona,Luisa
1355,Suelo,Venta,Barcelona,Pedro
1356,Local,Venta,Lleida,Luisa
1357,Local,Venta,Tarragona,Carmen
1358,Parking,Venta,Tarragona,Jesús
1359,Parking,Venta,Tarragona,María
1360,Local,Venta,Tarragona,Carmen
1361,Oficina,Alquiler,Tarragona,Luisa
1362,Casa,Venta,Girona,Joaquín
1363,Industrial,Venta,Lleida,Joaquín
1364,Casa,Venta,Girona,María
1365,Suelo,Venta,Tarragona,Pedro
1366,Suelo,Alquiler,Girona,María
1367,Oficina,Venta,Tarragona,Joaquín
1368,Parking,Alquiler,Lleida,Joaquín
1369,Oficina,Alquiler,Lleida,Luisa
1370,Casa,Alquiler,Barcelona,María
1371,Industrial,Venta,Barcelona,Carmen
1372,Suelo,Venta,Lleida,Pedro
1373,Local,Venta,Barcelona,Joaquín
1374,Casa,Venta,Girona,Jesús
1375,Casa,Venta,Lleida,María
1376,Industrial,Venta,Tarragona,Luisa
1377,Oficina,Alquiler,Tarragona,Pedro
1378,Parking,Alquiler,Barcelona,Joaquín
1379,Industrial,Venta,Girona,Jesús
1380,Suelo,Alquiler,Lleida,Jesús
1381,Parking,Venta,Tarragona,Jesús
1382,Industrial,Venta,Girona,Luisa
1383,Oficina,Alquiler,Lleida,María
1384,Parking,Venta,Barcelona,María
1385,Casa,Alquiler,Barcelona,Luisa
1386,Oficina,Alquiler,Lleida,Carmen
1387,Casa,Venta,Girona,Joaquín
1388,Parking,Venta,Girona,María
1389,Oficina,Venta,Lleida,Carmen
1390,Industrial,Alquiler,Girona,Carmen
1391,Suelo,Alquiler,Girona,Carmen
1392,Oficina,Venta,Tarragona,Carmen
1393,Casa,Venta,Barcelona,Jesús
1394,Local,Venta,Girona,Carmen
1395,Industrial,Alquiler,Lleida,Jesús
1396,Local,Alquiler,Lleida,Luisa
1397,Oficina,Alquiler,Barcelona,María
1398,Oficina,Venta,Girona,María
1399,Suelo,Venta,Lleida,María
1400,Casa,Venta,Barcelona,Pedro
1401,Industrial,Venta,Tarragona,Pedro
1402,Suelo,Alquiler,Girona,María
1403,Local,Venta,Barcelona,Joaquín
1404,Parking,Venta,Girona,Joaquín
1405,Parking,Venta,Barcelona,Joaquín
1406,Oficina,Venta,Tarragona,Luisa
1407,Parking,Venta,Barcelona,Luisa
1408,Industrial,Venta,Lleida,Pedro
1409,Oficina,Venta,Tarragona,Carmen
1410,Piso,Alquiler,Tarragona,María
1411,Industrial,Alquiler,Girona,Jesús
1412,Oficina,Venta,Barcelona,Joaquín
1413,Piso,Alquiler,Tarragona,Joaquín
1414,Suelo,Alquiler,Barcelona,Carmen
1415,Casa,Alquiler,Barcelona,Jesús
1416,Piso,Venta,Tarragona,Joaquín
1417,Piso,Alquiler,Tarragona,Carmen
1418,Industrial,Alquiler,Barcelona,Joaquín
1419,Oficina,Venta,Tarragona,Pedro
1420,Industrial,Venta,Barcelona,Joaquín
1421,Parking,Alquiler,Girona,Pedro
1422,Parking,Alquiler,Tarragona,Jesús
1423,Local,Alquiler,Barcelona,Luisa
1424,Parking,Venta,Barcelona,Luisa
1425,Casa,Alquiler,Tarragona,Jesús
1426,Parking,Alquiler,Girona,Carmen
1427,Suelo,Alquiler,Tarragona,Luisa
1428,Local,Alquiler,Lleida,María
1429,Industrial,Venta,Lleida,Pedro
1430,Piso,Venta,Barcelona,Jesús
1431,Suelo,Venta,Barcelona,Joaquín
1432,Industrial,Alquiler,Tarragona,Pedro
1433,Parking,Venta,Tarragona,Jesús
1434,Casa,Alquiler,Girona,Joaquín
1435,Industrial,Venta,Lleida,Jesús
1436,Industrial,Venta,Barcelona,Joaquín
1437,Parking,Venta,Lleida,Carmen
1438,Industrial,Venta,Girona,Luisa
1439,Parking,Venta,Girona,Luisa
1440,Industrial,Alquiler,Tarragona,Carmen
1441,Industrial,Venta,Barcelona,María
1442,Casa,Alquiler,Tarragona,Luisa
1443,Piso,Alquiler,Lleida,Joaquín
1444,Piso,Alquiler,Barcelona,Luisa
1445,Parking,Venta,Tarragona,María
1446,Oficina,Alquiler,Barcelona,Jesús
1447,Oficina,Alquiler,Lleida,María
1448,Piso,Alquiler,Girona,Joaquín
1449,Suelo,Alquiler,Barcelona,Pedro
1450,Suelo,Venta,Barcelona,Jesús
1451,Industrial,Venta,Girona,Pedro
1452,Suelo,Alquiler,Lleida,María
1453,Piso,Alquiler,Tarragona,Joaquín
1454,Casa,Venta,Tarragona,Jesús
1455,Oficina,Venta,Tarragona,Joaquín
1456,Oficina,Venta,Lleida,Joaquín
1457,Parking,Venta,Girona,Pedro
1458,Industrial,Venta,Girona,Joaquín
1459,Oficina,Alquiler,Girona,Carmen
1460,Local,Venta,Girona,Jesús
1461,Piso,Venta,Lleida,Luisa
1462,Parking,Alquiler,Tarragona,Joaquín
1463,Casa,Venta,Girona,Luisa
1464,Piso,Alquiler,Tarragona,Luisa
1465,Suelo,Venta,Barcelona,Joaquín
1466,Casa,Venta,Lleida,María
1467,Oficina,Alquiler,Tarragona,Carmen
1468,Suelo,Alquiler,Lleida,Pedro
1469,Industrial,Alquiler,Tarragona,Joaquín
1470,Casa,Alquiler,Tarragona,Joaquín
1471,Parking,Alquiler,Lleida,Luisa
1472,Piso,Venta,Barcelona,Jesús
1473,Casa,Alquiler,Tarragona,Carmen
1474,Casa,Alquiler,Tarragona,Jesús
1475,Parking,Alquiler,Lleida,Pedro
1476,Parking,Alquiler,Girona,María
1477,Casa,Alquiler,Tarragona,Joaquín
1478,Industrial,Venta,Tarragona,Pedro
1479,Oficina,Venta,Barcelona,María
1480,Local,Alquiler,Tarragona,Pedro
1481,Suelo,Alquiler,Barcelona,Jesús
1482,Oficina,Venta,Barcelona,Jesús
1483,Parking,Alquiler,Barcelona,Luisa
1484,Oficina,Venta,Barcelona,Jesús
1485,Local,Alquiler,Girona,Carmen
1486,Casa,Venta,Lleida,Carmen
1487,Suelo,Alquiler,Barcelona,Joaquín
1488,Suelo,Venta,Lleida,Jesús
1489,Parking,Venta,Barcelona,Pedro
1490,Oficina,Alquiler,Girona,Carmen
1491,Piso,Alquiler,Tarragona,Carmen
1492,Industrial,Alquiler,Tarragona,Joaquín
1493,Suelo,Alquiler,Tarragona,Carmen
1494,Casa,Venta,Girona,Carmen
1495,Suelo,Venta,Lleida,Luisa
1496,Piso,Venta,Tarragona,Jesús
1497,Casa,Alquiler,Girona,María
1498,Industrial,Alquiler,Barcelona,Luisa
1499,Industrial,Venta,Lleida,Joaquín
1500,Suelo,Venta,Lleida,Jesús
1501,Industrial,Venta,Girona,Carmen
1502,Industrial,Alquiler,Lleida,Carmen
1503,Industrial,Venta,Girona,Joaquín
1504,Suelo,Venta,Tarragona,Jesús
1505,Suelo,Alquiler,Girona,Jesús
1506,Parking,Venta,Tarragona,Luisa
1507,Casa,Venta,Girona,María
1508,Piso,Venta,Girona,Pedro
1509,Parking,Venta,Tarragona,Joaquín
1510,Piso,Venta,Lleida,Carmen
1511,Casa,Alquiler,Girona,María
1512,Piso,Venta,Lleida,Luisa
1513,Suelo,Alquiler,Girona,María
1514,Piso,Alquiler,Lleida,Luisa
1515,Industrial,Venta,Lleida,Carmen
1516,Suelo,Alquiler,Girona,Joaquín
1517,Local,Alquiler,Girona,Carmen
1518,Piso,Venta,Lleida,Carmen
1519,Local,Venta,Lleida,Carmen
1520,Casa,Alquiler,Barcelona,Jesús
1521,Suelo,Venta,Barcelona,Carmen
1522,Local,Venta,Lleida,Pedro
1523,Piso,Alquiler,Tarragona,María
1524,Local,Venta,Tarragona,Carmen
1525,Oficina,Venta,Girona,Luisa
1526,Parking,Venta,Tarragona,María
1527,Oficina,Alquiler,Girona,María
1528,Oficina,Alquiler,Girona,María
1529,Piso,Alquiler,Tarragona,Jesús
1530,Local,Venta,Lleida,Joaquín
1531,Piso,Alquiler,Girona,Luisa
1532,Local,Alquiler,Girona,Jesús
1533,Local,Alquiler,Barcelona,Pedro
1534,Suelo,Venta,Tarragona,Pedro
1535,Parking,Venta,Girona,Jesús
1536,Piso,Venta,Barcelona,Jesús
1537,Industrial,Alquiler,Girona,Pedro
1538,Oficina,Venta,Tarragona,Carmen
1539,Suelo,Alquiler,Tarragona,Joaquín
1540,Local,Venta,Lleida,Carmen
1541,Industrial,Venta,Tarragona,Joaquín
1542,Oficina,Venta,Girona,Luisa
1543,Parking,Venta,Lleida,Luisa
1544,Oficina,Venta,Lleida,Pedro
1545,Piso,Alquiler,Girona,Jesús
1546,Piso,Venta,Barcelona,María
1547,Casa,Alquiler,Barcelona,Jesús
1548,Oficina,Alquiler,Tarragona,María
1549,Piso,Alquiler,Barcelona,María
1550,Suelo,Alquiler,Girona,Carmen
1551,Parking,Venta,Barcelona,Jesús
1552,Piso,Alquiler,Barcelona,Joaquín
1553,Suelo,Venta,Barcelona,Luisa
1554,Suelo,Alquiler,Barcelona,Luisa
1555,Piso,Alquiler,Tarragona,Joaquín
1556,Local,Venta,Barcelona,Pedro
1557,Suelo,Alquiler,Tarragona,Joaquín
1558,Piso,Alquiler,Girona,Joaquín
1559,Casa,Alquiler,Girona,Luisa
1560,Casa,Alquiler,Barcelona,Pedro
1561,Local,Venta,Girona,Luisa
1562,Suelo,Venta,Girona,Joaquín
1563,Parking,Venta,Lleida,Pedro
1564,Piso,Venta,Tarragona,Luisa
1565,Piso,Alquiler,Lleida,Pedro
1566,Oficina,Alquiler,Tarragona,Jesús
1567,Piso,Alquiler,Lleida,Pedro
1568,Oficina,Alquiler,Tarragona,María
1569,Parking,Alquiler,Barcelona,Pedro
1570,Casa,Venta,Barcelona,Carmen
1571,Local,Alquiler,Barcelona,María
1572,Local,Venta,Barcelona,Joaquín
1573,Piso,Alquiler,Barcelona,Jesús
1574,Industrial,Venta,Barcelona,Joaquín
1575,Piso,Alquiler,Lleida,Pedro
1576,Piso,Alquiler,Tarragona,Luisa
1577,Local,Venta,Girona,Jesús
1578,Suelo,Venta,Tarragona,María
1579,Piso,Venta,Tarragona,Carmen
1580,Suelo,Alquiler,Tarragona,Jesús
1581,Parking,Alquiler,Lleida,María
1582,Suelo,Alquiler,Girona,Carmen
1583,Industrial,Venta,Girona,Luisa
1584,Casa,Venta,Girona,Pedro
1585,Industrial,Venta,Tarragona,María
1586,Parking,Venta,Lleida,Joaquín
1587,Local,Alquiler,Girona,Jesús
1588,Casa,Venta,Lleida,Carmen
1589,Suelo,Venta,Lleida,Jesús
1590,Parking,Venta,Tarragona,Jesús
1591,Parking,Venta,Barcelona,Luisa
1592,Casa,Alquiler,Tarragona,Luisa
1593,Local,Venta,Girona,Carmen
1594,Parking,Venta,Lleida,Luisa
1595,Suelo,Alquiler,Barcelona,María
1596,Parking,Venta,Lleida,Pedro
1597,Industrial,Alquiler,Girona,Joaquín
1598,Suelo,Alquiler,Girona,Pedro
1599,Oficina,Alquiler,Lleida,Carmen
1600,Industrial,Venta,Lleida,Joaquín
1601,Local,Alquiler,Tarragona,Pedro
1602,Piso,Alquiler,Barcelona,Carmen
1603,Suelo,Venta,Tarragona,Carmen
1604,Casa,Alquiler,Barcelona,Carmen
1605,Piso,Alquiler,Barcelona,Luisa
1606,Parking,Alquiler,Lleida,Luisa
1607,Oficina,Venta,Barcelona,María
1608,Local,Alquiler,Lleida,Jesús
1609,Piso,Venta,Lleida,Carmen
1610,Suelo,Alquiler,Tarragona,Joaquín
1611,Oficina,Venta,Lleida,Pedro
1612,Industrial,Alquiler,Girona,Carmen
1613,Suelo,Alquiler,Tarragona,Luisa
1614,Oficina,Venta,Girona,Jesús
1615,Oficina,Alquiler,Lleida,Pedro
1616,Piso,Alquiler,Lleida,Pedro
1617,Local,Alquiler,Tarragona,Joaquín
1618,Casa,Alquiler,Girona,María
1619,Parking,Alquiler,Girona,Jesús
1620,Casa,Venta,Girona,María
1621,Industrial,Venta,Tarragona,Pedro
1622,Industrial,Alquiler,Barcelona,Joaquín
1623,Oficina,Alquiler,Tarragona,Jesús
1624,Oficina,Alquiler,Lleida,Carmen
1625,Local,Venta,Barcelona,María
1626,Parking,Venta,Barcelona,Jesús
1627,Parking,Venta,Girona,Carmen
1628,Parking,Alquiler,Lleida,María
1629,Suelo,Alquiler,Tarragona,Joaquín
1630,Local,Alquiler,Barcelona,Pedro
1631,Oficina,Alquiler,Tarragona,Joaquín
1632,Suelo,Venta,Lleida,Carmen
1633,Industrial,Venta,Girona,Luisa
1634,Piso,Alquiler,Barcelona,María
1635,Suelo,Venta,Girona,Joaquín
1636,Parking,Venta,Barcelona,Joaquín
1637,Piso,Venta,Girona,Carmen
1638,Parking,Venta,Lleida,Jesús
1639,Parking,Alquiler,Tarragona,María
1640,Oficina,Alquiler,Lleida,Pedro
1641,Industrial,Venta,Lleida,Joaquín
1642,Piso,Alquiler,Tarragona,Luisa
1643,Local,Venta,Barcelona,María
1644,Casa,Alquiler,Girona,Pedro
1645,Parking,Venta,Girona,Luisa
1646,Local,Venta,Tarragona,Pedro
1647,Casa,Venta,Tarragona,Pedro
1648,Local,Venta,Barcelona,Carmen
1649,Casa,Alquiler,Tarragona,Carmen
1650,Parking,Venta,Lleida,Pedro
1651,Casa,Alquiler,Girona,Carmen
1652,Piso,Alquiler,Lleida,Carmen
1653,Oficina,Alquiler,Lleida,Joaquín
1654,Local,Alquiler,Barcelona,Jesús
1655,Oficina,Alquiler,Lleida,Pedro
1656,Casa,Alquiler,Barcelona,Luisa
1657,Parking,Alquiler,Barcelona,María
1658,Suelo,Alquiler,Barcelona,Joaquín
1659,Suelo,Alquiler,Lleida,Carmen
1660,Oficina,Venta,Barcelona,Luisa
1661,Piso,Venta,Lleida,Carmen
1662,Parking,Alquiler,Barcelona,María
1663,Oficina,Venta,Girona,Luisa
1664,Industrial,Alquiler,Lleida,Joaquín
1665,Oficina,Alquiler,Lleida,María
1666,Local,Venta,Barcelona,María
1667,Oficina,Alquiler,Lleida,María
1668,Oficina,Alquiler,Girona,Jesús
1669,Local,Venta,Tarragona,Pedro
1670,Industrial,Venta,Tarragona,Pedro
1671,Oficina,Venta,Girona,Joaquín
1672,Industrial,Venta,Lleida,Jesús
1673,Casa,Venta,Girona,María
1674,Piso,Alquiler,Tarragona,Jesús
1675,Oficina,Venta,Tarragona,María
1676,Industrial,Venta,Lleida,María
1677,Oficina,Venta,Lleida,Luisa
1678,Oficina,Venta,Barcelona,María
1679,Piso,Alquiler,Lleida,Jesús
1680,Casa,Venta,Girona,María
1681,Casa,Alquiler,Girona,Jesús
1682,Suelo,Venta,Tarragona,Luisa
1683,Industrial,Alquiler,Girona,Carmen
1684,Piso,Alquiler,Barcelona,Pedro
1685,Piso,Venta,Lleida,María
1686,Parking,Alquiler,Girona,María
1687,Piso,Alquiler,Lleida,Pedro
1688,Piso,Alquiler,Girona,Carmen
1689,Parking,Venta,Girona,Carmen
1690,Casa,Venta,Tarragona,Jesús
1691,Local,Venta,Lleida,Jesús
1692,Suelo,Venta,Lleida,Jesús
1693,Local,Venta,Girona,Jesús
1694,Casa,Alquiler,Girona,Jesús
1695,Industrial,Venta,Barcelona,Carmen
1696,Industrial,Venta,Girona,María
1697,Industrial,Alquiler,Barcelona,Jesús
1698,Industrial,Alquiler,Barcelona,Jesús
1699,Parking,Venta,Barcelona,Joaquín
1700,Piso,Venta,Barcelona,Luisa
1701,Industrial,Alquiler,Lleida,Pedro
1702,Industrial,Venta,Lleida,Carmen
1703,Industrial,Venta,Barcelona,María
1704,Local,Alquiler,Tarragona,Pedro
1705,Industrial,Alquiler,Tarragona,Carmen
1706,Piso,Alquiler,Tarragona,Pedro
1707,Casa,Alquiler,Tarragona,Jesús
1708,Parking,Alquiler,Barcelona,Joaquín
1709,Local,Venta,Barcelona,Joaquín
1710,Local,Venta,Barcelona,Carmen
1711,Parking,Alquiler,Lleida,Carmen
1712,Piso,Venta,Girona,María
1713,Suelo,Venta,Barcelona,Joaquín
1714,Industrial,Alquiler,Tarragona,Joaquín
1715,Oficina,Venta,Tarragona,Joaquín
1716,Parking,Alquiler,Tarragona,María
1717,Local,Venta,Barcelona,Carmen
1718,Industrial,Venta,Lleida,Pedro
1719,Local,Venta,Barcelona,Carmen
1720,Oficina,Alquiler,Lleida,Joaquín
1721,Piso,Alquiler,Tarragona,Carmen
1722,Oficina,Alquiler,Lleida,Jesús
1723,Parking,Venta,Tarragona,Joaquín
1724,Local,Alquiler,Barcelona,Luisa
1725,Oficina,Alquiler,Lleida,Jesús
1726,Industrial,Venta,Tarragona,María
1727,Piso,Alquiler,Tarragona,Joaquín
1728,Suelo,Venta,Tarragona,Jesús
1729,Oficina,Venta,Tarragona,Luisa
1730,Parking,Venta,Tarragona,Jesús
1731,Oficina,Venta,Barcelona,María
1732,Industrial,Venta,Barcelona,Carmen
1733,Oficina,Alquiler,Barcelona,Luisa
1734,Parking,Alquiler,Girona,María
1735,Industrial,Alquiler,Tarragona,Jesús
1736,Piso,Venta,Barcelona,Jesús
1737,Casa,Alquiler,Tarragona,Jesús
1738,Local,Alquiler,Girona,Pedro
1739,Local,Venta,Tarragona,María
1740,Oficina,Venta,Tarragona,Carmen
1741,Parking,Venta,Girona,Jesús
1742,Casa,Venta,Girona,Joaquín
1743,Piso,Venta,Tarragona,Luisa
1744,Casa,Venta,Tarragona,Joaquín
1745,Parking,Alquiler,Barcelona,Jesús
1746,Piso,Alquiler,Girona,Jesús
1747,Piso,Alquiler,Barcelona,Joaquín
1748,Piso,Alquiler,Tarragona,Joaquín
1749,Local,Venta,Girona,Luisa
1750,Parking,Alquiler,Girona,Jesús
1751,Piso,Venta,Tarragona,María
1752,Casa,Alquiler,Tarragona,Pedro
1753,Piso,Venta,Lleida,Carmen
1754,Casa,Venta,Barcelona,Luisa
1755,Oficina,Alquiler,Lleida,Pedro
1756,Suelo,Alquiler,Tarragona,Carmen
1757,Parking,Alquiler,Lleida,María
1758,Casa,Venta,Tarragona,Carmen
1759,Local,Alquiler,Barcelona,Joaquín
1760,Piso,Venta,Lleida,Carmen
1761,Casa,Venta,Girona,Luisa
1762,Local,Alquiler,Girona,María
1763,Piso,Alquiler,Barcelona,María
1764,Industrial,Alquiler,Barcelona,María
1765,Oficina,Venta,Barcelona,Jesús
1766,Parking,Venta,Lleida,Pedro
1767,Suelo,Alquiler,Barcelona,Luisa
1768,Oficina,Venta,Tarragona,Pedro
1769,Piso,Venta,Barcelona,María
1770,Local,Alquiler,Tarragona,María
1771,Industrial,Alquiler,Lleida,Jesús
1772,Casa,Venta,Barcelona,Jesús
1773,Casa,Venta,Lleida,Pedro
1774,Local,Venta,Girona,Pedro
1775,Parking,Venta,Tarragona,Jesús
1776,Local,Venta,Girona,Luisa
1777,Local,Alquiler,Barcelona,Pedro
1778,Suelo,Alquiler,Barcelona,Jesús
1779,Casa,Venta,Barcelona,María
1780,Casa,Venta,Barcelona,Joaquín
1781,Casa,Alquiler,Barcelona,Luisa
1782,Piso,Venta,Lleida,Pedro
1783,Parking,Alquiler,Girona,María
1784,Oficina,Venta,Tarragona,Jesús
1785,Casa,Venta,Lleida,Pedro
1786,Parking,Venta,Tarragona,Joaquín
1787,Parking,Venta,Girona,Luisa
1788,Oficina,Alquiler,Girona,María
1789,Local,Venta,Girona,Luisa
1790,Oficina,Alquiler,Girona,Carmen
1791,Local,Venta,Barcelona,Pedro
1792,Casa,Alquiler,Barcelona,Joaquín
1793,Local,Alquiler,Girona,Luisa
1794,Oficina,Venta,Barcelona,Jesús
1795,Casa,Alquiler,Girona,Jesús
1796,Suelo,Alquiler,Lleida,Carmen
1797,Local,Alquiler,Barcelona,Luisa
1798,Oficina,Alquiler,Lleida,Carmen
1799,Industrial,Venta,Lleida,Jesús
1800,Piso,Venta,Tarragona,Joaquín
1801,Oficina,Venta,Barcelona,Carmen
1802,Casa,Venta,Lleida,Luisa
1803,Suelo,Venta,Barcelona,Luisa
1804,Suelo,Venta,Barcelona,Pedro
1805,Industrial,Venta,Tarragona,Pedro
1806,Local,Alquiler,Girona,María
1807,Local,Venta,Lleida,Joaquín
1808,Local,Alquiler,Girona,María
1809,Industrial,Venta,Barcelona,Carmen
1810,Oficina,Venta,Lleida,Pedro
1811,Oficina,Venta,Barcelona,Joaquín
1812,Local,Alquiler,Girona,María
1813,Local,Alquiler,Barcelona,María
1814,Local,Alquiler,Girona,Luisa
1815,Industrial,Venta,Tarragona,Pedro
1816,Industrial,Venta,Girona,Luisa
1817,Local,Venta,Lleida,Luisa
1818,Casa,Venta,Lleida,Pedro
1819,Industrial,Venta,Lleida,Luisa
1820,Casa,Alquiler,Girona,Carmen
1821,Casa,Venta,Girona,María
1822,Parking,Alquiler,Barcelona,Joaquín
1823,Local,Alquiler,Lleida,Jesús
1824,Piso,Venta,Girona,Pedro
1825,Suelo,Venta,Barcelona,Joaquín
1826,Oficina,Venta,Girona,Joaquín
1827,Local,Venta,Barcelona,Luisa
1828,Industrial,Alquiler,Lleida,Jesús
1829,Oficina,Venta,Lleida,Jesús
1830,Oficina,Venta,Tarragona,Carmen
1831,Piso,Alquiler,Lleida,Carmen
1832,Piso,Alquiler,Lleida,Jesús
1833,Casa,Alquiler,Girona,Joaquín
1834,Oficina,Venta,Tarragona,María
1835,Parking,Alquiler,Barcelona,María
1836,Parking,Alquiler,Lleida,María
1837,Suelo,Alquiler,Tarragona,Luisa
1838,Casa,Alquiler,Girona,Jesús
1839,Suelo,Alquiler,Barcelona,Carmen
1840,Local,Alquiler,Tarragona,Luisa
1841,Industrial,Venta,Lleida,Pedro
1842,Industrial,Alquiler,Tarragona,Luisa
1843,Parking,Alquiler,Tarragona,Pedro
1844,Suelo,Alquiler,Tarragona,Jesús
1845,Local,Alquiler,Lleida,Carmen
1846,Oficina,Alquiler,Tarragona,Joaquín
1847,Oficina,Venta,Girona,María
1848,Casa,Venta,Girona,Pedro
1849,Parking,Alquiler,Barcelona,Jesús
1850,Parking,Venta,Tarragona,Joaquín
1851,Piso,Alquiler,Girona,Luisa
1852,Industrial,Alquiler,Barcelona,Luisa
1853,Suelo,Venta,Barcelona,Luisa
1854,Casa,Venta,Girona,Jesús
1855,Casa,Venta,Girona,Pedro
1856,Local,Venta,Lleida,María
1857,Parking,Alquiler,Lleida,María
1858,Casa,Alquiler,Girona,Pedro
1859,Oficina,Alquiler,Girona,María
1860,Suelo,Venta,Lleida,María
1861,Parking,Venta,Barcelona,Pedro
1862,Suelo,Venta,Tarragona,Luisa
1863,Oficina,Alquiler,Girona,Joaquín
1864,Casa,Venta,Lleida,María
1865,Suelo,Venta,Lleida,Jesús
1866,Parking,Venta,Tarragona,Luisa
1867,Suelo,Venta,Girona,Luisa
1868,Piso,Venta,Girona,Joaquín
1869,Suelo,Venta,Girona,María
1870,Oficina,Venta,Girona,Luisa
1871,Industrial,Alquiler,Girona,Carmen
1872,Parking,Alquiler,Tarragona,Luisa
1873,Piso,Venta,Lleida,Carmen
1874,Oficina,Venta,Lleida,Carmen
1875,Local,Alquiler,Lleida,Joaquín
1876,Oficina,Venta,Tarragona,Pedro
1877,Local,Venta,Girona,María
1878,Piso,Venta,Tarragona,Luisa
1879,Oficina,Alquiler,Girona,Jesús
1880,Piso,Alquiler,Tarragona,Pedro
1881,Suelo,Alquiler,Lleida,María
1882,Parking,Alquiler,Girona,Jesús
1883,Local,Alquiler,Barcelona,María
1884,Suelo,Venta,Tarragona,Carmen
1885,Oficina,Alquiler,Girona,Joaquín
1886,Parking,Venta,Barcelona,Pedro
1887,Suelo,Venta,Tarragona,Pedro
1888,Piso,Alquiler,Lleida,Luisa
1889,Oficina,Venta,Tarragona,Carmen
1890,Local,Alquiler,Barcelona,María
1891,Industrial,Venta,Tarragona,Carmen
1892,Oficina,Alquiler,Barcelona,Joaquín
1893,Parking,Venta,Girona,Luisa
1894,Suelo,Venta,Lleida,María
1895,Oficina,Venta,Lleida,María
1896,Oficina,Alquiler,Barcelona,Joaquín
1897,Suelo,Alquiler,Lleida,María
1898,Industrial,Alquiler,Barcelona,Luisa
1899,Local,Venta,Tarragona,Carmen
1900,Piso,Alquiler,Tarragona,Carmen
1901,Casa,Alquiler,Lleida,Luisa
1902,Parking,Venta,Barcelona,Pedro
1903,Oficina,Venta,Tarragona,Luisa
1904,Local,Alquiler,Lleida,Carmen
1905,Local,Alquiler,Tarragona,Jesús
1906,Suelo,Venta,Tarragona,Jesús
1907,Parking,Venta,Lleida,María
1908,Parking,Alquiler,Tarragona,Carmen
1909,Suelo,Alquiler,Tarragona,Luisa
1910,Casa,Alquiler,Barcelona,Joaquín
1911,Industrial,Venta,Girona,Jesús
1912,Industrial,Alquiler,Tarragona,María
1913,Local,Alquiler,Lleida,Joaquín
1914,Industrial,Alquiler,Lleida,María
1915,Oficina,Venta,Lleida,Pedro
1916,Local,Venta,Tarragona,Joaquín
1917,Parking,Venta,Girona,Joaquín
1918,Oficina,Alquiler,Tarragona,Carmen
1919,Suelo,Venta,Girona,María
1920,Oficina,Venta,Girona,Jesús
1921,Casa,Venta,Tarragona,Jesús
1922,Suelo,Alquiler,Tarragona,María
1923,Parking,Alquiler,Tarragona,Carmen
1924,Industrial,Alquiler,Barcelona,Joaquín
1925,Suelo,Alquiler,Girona,Carmen
1926,Parking,Alquiler,Girona,Luisa
1927,Piso,Alquiler,Tarragona,Jesús
1928,Piso,Alquiler,Girona,Pedro
