Provincia,Operación,Superficie,Precio Venta,Vendedor
Girona,Venta,291,2849763,Joaquín
Girona,Venta,46,373106,
Girona,Venta,212,1691124,María
Girona,Alquiler,89,594698,Jesús
Girona,Venta,195,1576380,Luisa
Girona,Alquiler,74,304288,Luisa
Girona,Alquiler,76,546440,Luisa
Girona,Venta,136,580856,
Girona,Alquiler,58,350610,María
Girona,Venta,144,598320,
Girona,Venta,103,766320,Jesús
Girona,Alquiler,50,390400,Carmen
Girona,Alquiler,274,2189534,Luisa
Girona,Venta,130,1061710,Pedro
Girona,Venta,101,889608,María
Girona,Alquiler,244,1315648,María
Girona,Venta,150,1076250,Carmen
Girona,Alquiler,147,891849,
Girona,Alquiler,170,1039380,Joaquín
Girona,Venta,68,489600,Jesús
Girona,Venta,200,1021000,Joaquín
Girona,Venta,98,497546,Luisa
Girona,Alquiler,123,714999,
Girona,Venta,65,598195,Joaquín
Girona,Venta,97,515555,
Girona,Venta,259,1202537,María
Girona,Venta,234,1994382,María
Girona,Venta,249,1422537,Luisa
Girona,Alquiler,97,696169,
Girona,Venta,211,1456322,Carmen
Girona,Venta,133,1053227,Jesús
Girona,Venta,112,1093456,Pedro
Girona,Alquiler,297,2909412,
Girona,Venta,81,557604,Carmen
Girona,Alquiler,116,1041448,
Girona,Alquiler,71,336043,Luisa
Girona,Venta,165,889350,Carmen
Girona,Venta,294,2574558,
Girona,Alquiler,58,326598,María
Girona,Alquiler,76,498560,Pedro
Girona,Venta,220,1230240,
Girona,Venta,263,2173169,María
Girona,Alquiler,44,380072,Joaquín
Girona,Venta,186,1695948,Pedro
Girona,Venta,179,1025491,
Girona,Venta,203,1191610,María
Girona,Alquiler,242,2326346,
Girona,Alquiler,291,1643568,
Girona,Alquiler,274,2445724,Luisa
Girona,Venta,286,2153580,
Girona,Venta,239,1994933,Carmen
Girona,Alquiler,53,478431,Carmen
Girona,Venta,197,1967242,Pedro
Girona,Venta,257,2242839,
Girona,Alquiler,134,1088616,María
Girona,Venta,261,1475172,
Girona,Alquiler,194,1519214,
Girona,Venta,142,1194078,Joaquín
Girona,Venta,244,2291404,María
Girona,Venta,77,496881,Luisa
Girona,Alquiler,72,372672,María
Girona,Alquiler,271,1780199,Carmen
Girona,Venta,290,2381770,María
Girona,Venta,295,1658785,
Girona,Venta,157,1242498,Luisa
Girona,Venta,51,288966,
Girona,Alquiler,136,777240,Carmen
Girona,Venta,212,1565620,María
Girona,Venta,250,1370500,
Girona,Venta,57,360582,
Girona,Venta,271,1923558,Luisa
Girona,Venta,206,1659742,Jesús
Girona,Venta,181,1405465,
Girona,Venta,196,1210496,
Girona,Alquiler,273,1766310,
Girona,Alquiler,224,1126944,Joaquín
Girona,Venta,50,466850,
Girona,Alquiler,41,379291,María
Girona,Alquiler,125,1041625,Pedro
Girona,Alquiler,73,660577,Carmen
Girona,Venta,247,1843361,Pedro
Girona,Alquiler,285,1940565,
Girona,Venta,294,2267622,
Girona,Venta,190,1105230,
Girona,Venta,141,821889,
Girona,Alquiler,275,1623600,Pedro
Girona,Venta,67,637103,Pedro
Girona,Alquiler,197,1704050,
Girona,Venta,67,342705,
Girona,Alquiler,166,1607710,
Girona,Venta,129,722013,Carmen
Girona,Venta,124,950832,
Girona,Venta,127,815467,Pedro
Girona,Alquiler,201,850029,María
Girona,Alquiler,61,265289,Carmen
Girona,Alquiler,258,1058832,
Girona,Venta,105,1045905,Joaquín
Girona,Venta,51,344811,
Girona,Venta,135,563760,Pedro
Girona,Alquiler,149,1454836,
Girona,Alquiler,99,831204,
Girona,Alquiler,77,360822,
Girona,Venta,82,643290,
Girona,Venta,44,353628,
Girona,Venta,100,905600,Joaquín
Girona,Alquiler,114,1130424,
Girona,Alquiler,151,693543,
Girona,Alquiler,138,1186524,Joaquín
Girona,Alquiler,251,1528088,
Girona,Alquiler,59,432411,
Girona,Alquiler,193,1059956,María
Girona,Venta,117,575640,
Girona,Venta,109,703159,
Girona,Venta,200,1559800,Joaquín
Girona,Alquiler,152,1147144,
Girona,Alquiler,85,670310,
Girona,Venta,255,1079670,
Girona,Alquiler,129,789738,
Girona,Alquiler,226,2041006,
Girona,Alquiler,80,709760,Jesús
Girona,Alquiler,211,2086368,
Girona,Alquiler,80,651360,
Girona,Alquiler,219,913449,
Girona,Alquiler,297,2673000,
Girona,Alquiler,287,1882433,
Girona,Alquiler,292,1751124,
Girona,Venta,146,1399264,
Girona,Alquiler,199,1321161,
Girona,Venta,247,2398617,
Girona,Alquiler,98,429730,
Girona,Venta,119,571676,
Girona,Venta,57,269724,
Girona,Venta,272,1965472,
Girona,Venta,164,1425488,
Girona,Alquiler,228,932292,
Girona,Alquiler,107,968243,
Girona,Venta,243,1857735,
Girona,Alquiler,253,2291421,
Girona,Venta,56,485240,
Girona,Alquiler,149,1047917,
Girona,Alquiler,79,393736,
Girona,Venta,232,1511944,
Girona,Alquiler,137,569098,
Girona,Venta,164,1494204,
Girona,Alquiler,50,302100,
Girona,Alquiler,260,1636700,
Girona,Alquiler,117,997776,
Girona,Alquiler,229,1065995,
Girona,Alquiler,46,301346,
Girona,Venta,160,1431040,
Girona,Alquiler,252,2154096,
Girona,Alquiler,244,1050664,
Girona,Alquiler,66,268488,
Girona,Alquiler,138,1248072,
Girona,Alquiler,298,1708434,
Girona,Venta,241,979183,
Girona,Alquiler,288,1978848,
Girona,Venta,234,1789866,
Girona,Alquiler,174,1568610,
Girona,Venta,177,1325730,
Girona,Venta,81,324648,
Girona,Alquiler,43,293303,
Girona,Venta,115,1040635,
Girona,Alquiler,234,973206,
Girona,Venta,89,684588,
Girona,Venta,163,1478573,
Girona,Alquiler,64,520384,
Girona,Alquiler,99,825759,
Girona,Venta,128,801408,
Girona,Venta,174,1615068,
Girona,Alquiler,127,957453,
Girona,Alquiler,161,1420020,
Girona,Venta,282,2019120,
Girona,Alquiler,221,2075632,
Girona,Alquiler,212,1684340,
Girona,Alquiler,93,849462,
Girona,Venta,121,870837,
Girona,Alquiler,82,601306,
Girona,Venta,161,1020257,
Girona,Venta,138,1034034,
Girona,Alquiler,99,763983,
Girona,Alquiler,292,2765240,
Girona,Venta,135,1096470,
Girona,Venta,60,366780,
Girona,Venta,172,1389072,
Girona,Alquiler,79,495093,
Girona,Venta,221,1194726,
Girona,Alquiler,266,2010960,
Girona,Alquiler,128,912256,
Girona,Venta,51,393057,
Girona,Alquiler,112,739872,
Girona,Venta,71,591004,
Girona,Alquiler,276,2336340,
Girona,Venta,279,2384334,
Girona,Alquiler,151,1028159,
Girona,Alquiler,128,818176,
Girona,Venta,123,1088181,
Girona,Alquiler,131,1224850,
Girona,Alquiler,156,881868,
Girona,Venta,128,1270400,
Girona,Venta,221,1533077,
Girona,Venta,247,1804088,
Girona,Venta,110,845790,
Girona,Alquiler,55,454080,
