Tipo,Referencia,Fecha Alta,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
Piso,886,2004-11-12,Venta,Girona,133,1191281,2005-06-28,Joaquín
Suelo,887,2004-11-13,Alquiler,Barcelona,160,1356160,2005-11-08,Luisa
Oficina,889,2004-11-13,Alquiler,Lleida,236,1420012,2005-10-31,Pedro
Oficina,890,2004-11-13,Venta,Tarragona,165,1598520,2005-10-11,Pedro
Casa,891,2004-11-13,Venta,Girona,255,2543625,2005-08-29,Pedro
Casa,892,2004-11-14,Alquiler,Tarragona,226,2025638,2005-05-04,María
Casa,893,2004-11-14,Venta,Tarragona,228,1115604,2005-09-21,Pedro
Industrial,895,2004-11-14,Alquiler,Barcelona,229,1341024,2005-09-12,Jesús
Piso,896,2004-11-14,Alquiler,Tarragona,226,1340632,2005-09-24,Luisa
Casa,898,2004-11-15,Venta,Barcelona,258,2449452,2005-03-14,Jesús
Casa,900,2004-11-16,Alquiler,Barcelona,136,1072768,2005-04-02,Pedro
Parking,901,2004-11-16,Alquiler,Girona,294,1653456,2005-07-18,Pedro
Oficina,902,2004-11-17,Alquiler,Barcelona,294,2722146,2005-11-05,Joaquín
Suelo,903,2004-11-17,Alquiler,Tarragona,151,1029367,2005-05-05,Carmen
Local,905,2004-11-18,Alquiler,Girona,116,479892,2005-11-11,Joaquín
Parking,908,2004-11-18,Venta,Girona,134,933444,2005-04-17,Pedro
Industrial,909,2004-11-18,Venta,Tarragona,127,1204595,2005-04-15,Carmen
Piso,910,2004-11-19,Alquiler,Tarragona,197,1506853,2005-11-16,Jesús
Local,911,2004-11-20,Alquiler,Barcelona,135,1036665,2005-11-08,Pedro
Suelo,912,2004-11-20,Alquiler,Lleida,200,1967400,2005-08-30,Pedro
Suelo,913,2004-11-20,Alquiler,Lleida,250,1676500,2005-08-30,Pedro
Oficina,915,2004-11-20,Venta,Girona,285,1869885,2005-08-10,Jesús
Piso,916,2004-11-21,Alquiler,Lleida,155,1511095,2005-08-20,María
Parking,917,2004-11-21,Venta,Tarragona,263,1719757,2005-08-28,Pedro
Industrial,918,2004-11-22,Alquiler,Lleida,197,1662089,2005-06-29,Carmen
Casa,919,2004-11-22,Alquiler,Lleida,270,1311660,2005-10-11,María
Industrial,920,2004-11-23,Venta,Barcelona,137,1242042,2005-08-08,Luisa
Suelo,921,2004-11-24,Venta,Tarragona,163,1273030,2005-06-16,Luisa
Oficina,922,2004-11-24,Venta,Lleida,217,1238202,2005-05-11,Joaquín
Suelo,923,2004-11-24,Venta,Tarragona,257,1440742,2005-07-09,Carmen
Parking,924,2004-11-25,Alquiler,Girona,283,2213909,2005-05-10,Luisa
Parking,925,2004-11-25,Alquiler,Lleida,298,2039512,2005-10-11,Joaquín
Suelo,926,2004-11-25,Alquiler,Barcelona,298,2376550,2005-10-19,Luisa
Suelo,927,2004-11-25,Alquiler,Barcelona,151,709700,2005-03-16,Carmen
Industrial,928,2004-11-26,Alquiler,Barcelona,283,1615647,2005-06-06,Joaquín
Local,930,2004-11-27,Venta,Tarragona,161,1604687,2005-03-05,Luisa
Suelo,931,2004-11-27,Venta,Lleida,223,2053384,2005-11-13,Carmen
Parking,932,2004-11-29,Venta,Lleida,121,754435,2005-04-23,Joaquín
Parking,933,2004-11-29,Alquiler,Tarragona,150,795000,2005-10-17,Luisa
Casa,934,2004-11-29,Alquiler,Girona,228,2212740,2005-10-10,Jesús
Oficina,935,2004-11-30,Alquiler,Lleida,164,1373008,2005-06-09,Pedro
Parking,936,2004-12-01,Alquiler,Girona,116,573040,2005-11-01,María
Industrial,937,2004-12-01,Alquiler,Girona,276,1932552,2005-10-20,María
Local,938,2004-12-01,Venta,Barcelona,158,766774,2005-03-24,Pedro
Industrial,939,2004-12-01,Alquiler,Girona,216,1962360,2005-05-17,Pedro
Industrial,940,2004-12-02,Venta,Barcelona,249,1662822,2005-07-11,Luisa
Industrial,942,2004-12-02,Alquiler,Tarragona,177,1485915,2005-04-29,Carmen
Piso,943,2004-12-03,Venta,Tarragona,268,1273000,2005-06-16,Carmen
Piso,945,2004-12-04,Venta,Tarragona,162,894888,2005-03-26,Pedro
Piso,946,2004-12-04,Venta,Girona,243,1447551,2005-09-13,Pedro
Suelo,947,2004-12-04,Venta,Lleida,103,474624,2005-03-25,Carmen
Piso,948,2004-12-05,Alquiler,Girona,237,1725597,2005-07-07,Pedro
Parking,949,2004-12-05,Alquiler,Barcelona,206,1241562,2005-07-27,María
Piso,950,2004-12-05,Venta,Girona,233,2153852,2005-03-11,Pedro
Industrial,952,2004-12-07,Venta,Barcelona,142,954808,2005-06-18,María
Casa,953,2004-12-07,Alquiler,Girona,240,1510320,2005-10-19,Carmen
Suelo,955,2004-12-09,Venta,Girona,200,1938400,2005-08-25,María
Local,958,2004-12-10,Alquiler,Tarragona,227,1071667,2005-05-26,Carmen
Parking,959,2004-12-10,Venta,Tarragona,291,1872876,2005-05-16,María
Suelo,960,2004-12-10,Venta,Girona,275,1732500,2005-07-10,Joaquín
Oficina,962,2004-12-10,Alquiler,Barcelona,174,1271592,2005-07-13,Joaquín
Local,963,2004-12-11,Venta,Lleida,190,1593720,2005-05-28,Pedro
Suelo,964,2004-12-11,Venta,Girona,185,1038590,2005-07-15,Luisa
Piso,966,2004-12-11,Alquiler,Lleida,213,1994532,2005-04-22,María
Piso,967,2004-12-12,Venta,Girona,175,722925,2005-03-18,Carmen
Piso,969,2004-12-14,Venta,Lleida,272,2581552,2005-10-22,Pedro
Piso,970,2004-12-14,Alquiler,Girona,232,1193408,2005-06-07,Luisa
Piso,971,2004-12-14,Venta,Lleida,200,1145600,2005-09-22,María
Piso,972,2004-12-14,Venta,Girona,219,1059303,2005-07-27,Joaquín
Casa,973,2004-12-15,Alquiler,Lleida,126,600642,2005-08-20,Jesús
Parking,974,2004-12-15,Alquiler,Lleida,131,920144,2005-12-10,Jesús
Local,976,2004-12-16,Alquiler,Barcelona,232,1236560,2005-11-20,Pedro
Suelo,977,2004-12-16,Alquiler,Barcelona,199,1494490,2005-04-04,Joaquín
Casa,978,2004-12-17,Venta,Tarragona,115,659295,2005-10-09,María
Suelo,980,2004-12-18,Venta,Barcelona,122,589016,2005-10-04,Joaquín
Local,981,2004-12-18,Venta,Girona,278,2273762,2005-11-30,Pedro
Casa,982,2004-12-19,Alquiler,Barcelona,212,1588940,2005-08-29,Carmen
Oficina,983,2004-12-19,Alquiler,Barcelona,250,1127750,2005-04-04,Luisa
Suelo,984,2004-12-19,Alquiler,Lleida,278,1678286,2005-04-20,Jesús
Piso,985,2004-12-20,Alquiler,Barcelona,270,2427300,2005-09-06,Pedro
Suelo,986,2004-12-20,Alquiler,Lleida,212,1753240,2005-05-14,Joaquín
Industrial,987,2004-12-21,Venta,Lleida,258,1894752,2005-08-21,Carmen
Casa,988,2004-12-21,Alquiler,Tarragona,225,2000475,2005-07-12,Jesús
Industrial,990,2004-12-21,Venta,Barcelona,182,1717898,2005-04-24,Pedro
Oficina,991,2004-12-21,Venta,Barcelona,233,1870757,2005-10-13,Luisa
Piso,992,2004-12-22,Alquiler,Girona,281,2326118,2005-07-22,María
Industrial,993,2004-12-22,Venta,Tarragona,201,1911510,2005-06-23,Luisa
Local,994,2004-12-22,Venta,Girona,187,1346961,2005-12-20,Joaquín
Oficina,995,2004-12-22,Venta,Tarragona,180,1414800,2005-05-29,Joaquín
Local,998,2004-12-23,Venta,Girona,219,2101743,2005-07-30,Luisa
Parking,1000,2004-12-24,Venta,Lleida,300,2707200,2005-10-15,Luisa
Local,1001,2004-12-25,Venta,Barcelona,250,1368750,2005-06-07,Luisa
Piso,1002,2004-12-25,Alquiler,Barcelona,292,2677056,2005-07-22,María
Oficina,1005,2004-12-26,Alquiler,Girona,159,1437360,2005-06-12,Luisa
Suelo,1006,2004-12-26,Venta,Lleida,215,1706240,2005-04-25,Pedro
Casa,1008,2004-12-27,Venta,Lleida,121,622787,2005-05-02,Carmen
Piso,1009,2004-12-27,Alquiler,Tarragona,222,1266732,2005-06-23,Pedro
Parking,1010,2004-12-27,Venta,Girona,211,945702,2005-12-04,Luisa
Oficina,1012,2004-12-30,Venta,Tarragona,173,1008071,2005-07-21,Jesús
Oficina,1013,2004-12-31,Venta,Barcelona,191,1657880,2005-09-06,Pedro
Casa,1014,2004-12-31,Venta,Barcelona,146,1457226,2005-11-05,María
Local,1015,2004-12-31,Alquiler,Barcelona,168,1508472,2005-12-03,Luisa
Parking,1016,2005-01-01,Alquiler,Barcelona,142,1276864,2005-10-24,María
Parking,1017,2005-01-01,Venta,Girona,217,2101862,2005-10-23,Carmen
Local,1018,2005-01-01,Alquiler,Barcelona,269,1360064,2005-08-17,Jesús
Industrial,1020,2005-01-02,Alquiler,Lleida,201,1176855,2005-10-07,María
Piso,1022,2005-01-03,Alquiler,Tarragona,237,1177653,2005-11-10,Joaquín
Oficina,1023,2005-01-03,Venta,Girona,105,889980,2005-10-16,Pedro
Piso,1024,2005-01-03,Alquiler,Barcelona,172,1615424,2005-11-19,Carmen
Industrial,1025,2005-01-04,Alquiler,Tarragona,216,2022624,2005-05-07,Jesús
Parking,1026,2005-01-04,Alquiler,Barcelona,206,1231262,2005-07-10,Luisa
Piso,1029,2005-01-05,Alquiler,Lleida,269,1089181,2005-07-25,Joaquín
Piso,1030,2005-01-05,Alquiler,Tarragona,221,1194505,2005-12-12,María
Industrial,1031,2005-01-05,Alquiler,Barcelona,143,1106677,2005-08-08,María
Industrial,1032,2005-01-06,Alquiler,Barcelona,170,1262250,2005-11-29,Luisa
Casa,1033,2005-01-06,Alquiler,Lleida,171,1236672,2005-06-07,Luisa
Industrial,1034,2005-01-06,Alquiler,Girona,153,923355,2005-07-07,Luisa
Industrial,1035,2005-01-07,Venta,Barcelona,252,2398788,2005-11-19,Jesús
Local,1036,2005-01-07,Venta,Lleida,180,1636560,2005-08-31,Luisa
Industrial,1037,2005-01-08,Venta,Lleida,271,2496723,2005-12-12,Jesús
Casa,1039,2005-01-09,Alquiler,Lleida,264,1441440,2005-10-28,Pedro
Local,1040,2005-01-09,Venta,Barcelona,162,1315440,2005-09-16,Jesús
Local,1041,2005-01-09,Alquiler,Tarragona,286,1732302,2005-08-26,Joaquín
Suelo,1043,2005-01-11,Alquiler,Tarragona,186,1844004,2005-06-19,Pedro
Piso,1044,2005-01-11,Alquiler,Tarragona,217,1603196,2005-12-11,Joaquín
Parking,1045,2005-01-11,Alquiler,Girona,260,2402920,2005-10-09,Joaquín
Suelo,1046,2005-01-11,Alquiler,Girona,240,1823280,2005-09-04,Luisa
Oficina,1047,2005-01-11,Alquiler,Barcelona,157,949693,2005-11-27,Jesús
Casa,1048,2005-01-12,Alquiler,Barcelona,279,2362572,2005-09-25,Luisa
Casa,1050,2005-01-12,Venta,Tarragona,120,703680,2005-09-16,Carmen
Parking,1051,2005-01-12,Venta,Lleida,246,1940448,2005-10-08,Pedro
Oficina,1054,2005-01-14,Alquiler,Barcelona,251,2138771,2005-05-15,Carmen
Local,1055,2005-01-14,Alquiler,Lleida,149,1250408,2005-10-30,Pedro
Parking,1058,2005-01-15,Venta,Barcelona,221,1919827,2006-01-06,Joaquín
Oficina,1059,2005-01-16,Venta,Girona,133,573230,2005-09-20,Jesús
Oficina,1063,2005-01-19,Venta,Barcelona,213,1886541,2005-09-05,Jesús
Industrial,1065,2005-01-19,Alquiler,Lleida,200,1502800,2005-10-14,Joaquín
Suelo,1066,2005-01-20,Venta,Girona,287,2808008,2005-06-24,Pedro
Suelo,1067,2005-01-20,Venta,Lleida,108,892620,2005-11-08,Pedro
Parking,1068,2005-01-21,Venta,Barcelona,221,1471197,2005-10-17,Joaquín
Local,1069,2005-01-21,Venta,Tarragona,108,1065744,2005-05-03,Pedro
Parking,1070,2005-01-21,Venta,Lleida,232,1162784,2005-08-23,Pedro
Parking,1071,2005-01-21,Venta,Girona,118,1134452,2005-04-27,Carmen
Piso,1072,2005-01-22,Alquiler,Girona,132,592152,2005-04-23,Carmen
Oficina,1073,2005-01-22,Alquiler,Tarragona,246,2083866,2005-07-25,Luisa
Industrial,1074,2005-01-22,Alquiler,Lleida,293,2141830,2005-09-19,Joaquín
Parking,1075,2005-01-23,Alquiler,Barcelona,290,2275050,2005-09-20,Jesús
Local,1077,2005-01-23,Alquiler,Barcelona,212,1911604,2006-01-14,María
Oficina,1078,2005-01-24,Alquiler,Barcelona,254,1850644,2005-11-28,Carmen
Local,1080,2005-01-24,Alquiler,Lleida,287,2279354,2005-12-15,Joaquín
Piso,1081,2005-01-24,Alquiler,Barcelona,180,1128420,2005-10-13,Carmen
Oficina,1082,2005-01-25,Venta,Tarragona,173,1615128,2005-05-06,Carmen
Oficina,1083,2005-01-25,Alquiler,Tarragona,210,1332030,2006-01-02,Carmen
Parking,1084,2005-01-25,Alquiler,Girona,287,1370138,2005-05-03,Joaquín
Piso,1086,2005-01-25,Alquiler,Lleida,260,2546180,2005-05-23,Carmen
Parking,1087,2005-01-26,Alquiler,Tarragona,197,1199730,2006-01-13,Luisa
Industrial,1088,2005-01-26,Alquiler,Tarragona,144,760176,2005-10-20,Pedro
Industrial,1089,2005-01-27,Venta,Barcelona,168,1081248,2005-06-01,Carmen
Local,1090,2005-01-28,Alquiler,Barcelona,253,1816793,2005-10-22,Pedro
Oficina,1091,2005-01-28,Venta,Tarragona,110,943800,2006-01-26,Jesús
Piso,1092,2005-01-29,Alquiler,Tarragona,299,2130375,2005-10-28,Carmen
Parking,1093,2005-01-31,Alquiler,Girona,222,2209344,2005-09-09,Carmen
Piso,1094,2005-02-01,Venta,Barcelona,139,1187477,2005-05-31,Carmen
Local,1095,2005-02-01,Venta,Barcelona,300,1772700,2006-01-03,María
Oficina,1097,2005-02-01,Venta,Tarragona,156,771108,2005-07-25,Luisa
Suelo,1098,2005-02-01,Venta,Barcelona,262,1960808,2005-09-11,Pedro
Piso,1100,2005-02-02,Alquiler,Tarragona,243,1814238,2006-01-29,Jesús
Casa,1102,2005-02-02,Venta,Tarragona,268,1950772,2005-06-02,Joaquín
Local,1103,2005-02-03,Venta,Lleida,125,932250,2005-08-03,María
Oficina,1104,2005-02-03,Venta,Lleida,114,786714,2005-09-04,Luisa
Oficina,1106,2005-02-04,Venta,Girona,141,1279434,2005-09-26,Carmen
Suelo,1107,2005-02-05,Alquiler,Tarragona,105,650580,2005-05-26,Carmen
Industrial,1108,2005-02-05,Alquiler,Lleida,199,1009328,2005-12-04,Pedro
Parking,1109,2005-02-05,Alquiler,Tarragona,286,2064634,2005-05-26,Carmen
Local,1110,2005-02-05,Venta,Lleida,110,924990,2005-09-25,Pedro
Industrial,1112,2005-02-06,Alquiler,Barcelona,210,1602300,2005-06-26,Pedro
Parking,1113,2005-02-06,Venta,Tarragona,157,1323353,2005-07-25,Luisa
Piso,1115,2005-02-08,Alquiler,Lleida,179,963020,2005-11-06,Pedro
Casa,1117,2005-02-08,Alquiler,Girona,154,1037498,2005-09-20,Luisa
Parking,1118,2005-02-09,Alquiler,Lleida,293,2741308,2005-10-20,María
Local,1119,2005-02-10,Alquiler,Barcelona,286,1912482,2005-11-26,Pedro
Local,1120,2005-02-10,Venta,Girona,180,1707660,2005-07-28,Joaquín
Piso,1121,2005-02-10,Venta,Lleida,176,1592624,2005-05-20,Carmen
Piso,1122,2005-02-11,Venta,Girona,228,1339044,2005-12-14,Pedro
Oficina,1123,2005-02-11,Venta,Girona,157,879357,2005-05-17,Joaquín
Piso,1124,2005-02-11,Venta,Girona,208,1215344,2005-05-27,Jesús
Casa,1125,2005-02-13,Alquiler,Tarragona,245,2287075,2006-01-31,Luisa
Piso,1126,2005-02-13,Venta,Tarragona,111,462315,2006-01-13,Luisa
Parking,1128,2005-02-14,Venta,Barcelona,229,1859480,2006-01-06,Joaquín
Oficina,1129,2005-02-14,Alquiler,Girona,119,899640,2005-12-12,Pedro
Parking,1131,2005-02-15,Venta,Barcelona,156,795912,2006-01-06,Carmen
Oficina,1133,2005-02-15,Venta,Lleida,132,712404,2005-08-03,Carmen
Local,1134,2005-02-15,Venta,Barcelona,122,879254,2005-06-25,Luisa
Casa,1138,2005-02-16,Venta,Barcelona,257,1066550,2005-09-23,Carmen
Suelo,1140,2005-02-16,Venta,Tarragona,140,1318660,2005-10-16,Pedro
Parking,1141,2005-02-16,Venta,Lleida,179,1601334,2005-11-07,Jesús
Casa,1142,2005-02-16,Venta,Tarragona,230,1033850,2005-10-30,María
Suelo,1143,2005-02-17,Alquiler,Barcelona,254,1394206,2005-05-28,Carmen
Suelo,1144,2005-02-17,Alquiler,Barcelona,256,2176768,2006-02-13,Carmen
Piso,1145,2005-02-17,Alquiler,Tarragona,106,850226,2005-09-02,Joaquín
Oficina,1146,2005-02-17,Venta,Barcelona,198,1090782,2006-02-01,Joaquín
Industrial,1147,2005-02-18,Alquiler,Lleida,153,1519137,2005-06-20,Carmen
Oficina,1148,2005-02-18,Alquiler,Barcelona,233,984192,2006-01-28,Jesús
Piso,1150,2005-02-18,Alquiler,Lleida,105,909090,2005-10-25,Jesús
Local,1151,2005-02-18,Venta,Barcelona,158,1308398,2006-02-05,Carmen
Local,1152,2005-02-19,Venta,Girona,224,1966272,2005-12-02,Pedro
Suelo,1153,2005-02-19,Venta,Lleida,272,2021232,2005-10-16,Jesús
Piso,1154,2005-02-20,Alquiler,Barcelona,292,2865688,2005-08-21,Carmen
Industrial,1156,2005-02-20,Venta,Tarragona,251,1305200,2005-12-18,Luisa
Local,1157,2005-02-20,Venta,Girona,254,1614170,2006-01-18,María
Oficina,1158,2005-02-20,Venta,Barcelona,298,2436448,2005-08-13,Carmen
Industrial,1159,2005-02-20,Venta,Tarragona,214,1823708,2005-09-16,Joaquín
Industrial,1160,2005-02-21,Venta,Barcelona,276,2148384,2005-10-12,Jesús
Suelo,1161,2005-02-22,Venta,Lleida,197,1594715,2006-01-15,Luisa
Local,1162,2005-02-22,Venta,Tarragona,111,698301,2005-10-23,Joaquín
Parking,1164,2005-02-22,Venta,Lleida,174,750984,2005-07-07,Joaquín
Suelo,1165,2005-02-23,Alquiler,Lleida,214,1665134,2005-10-21,Pedro
Piso,1166,2005-02-23,Alquiler,Lleida,227,1820540,2005-10-12,Luisa
Parking,1167,2005-02-23,Venta,Lleida,152,1076464,2005-05-27,Pedro
Piso,1168,2005-02-24,Venta,Girona,206,1136502,2006-01-22,Pedro
Casa,1169,2005-02-24,Alquiler,Tarragona,150,1051500,2006-02-17,Joaquín
Local,1170,2005-02-24,Alquiler,Tarragona,165,744480,2005-08-06,Jesús
Oficina,1171,2005-02-24,Venta,Tarragona,120,647280,2005-09-02,Jesús
Oficina,1172,2005-02-24,Venta,Girona,188,1697640,2005-08-04,Luisa
Casa,1176,2005-02-26,Venta,Barcelona,133,1305129,2005-12-22,Joaquín
Parking,1178,2005-02-27,Venta,Tarragona,219,1468614,2005-10-10,Pedro
Suelo,1182,2005-03-01,Venta,Girona,177,1203246,2006-02-20,Carmen
Piso,1185,2005-03-02,Venta,Barcelona,236,1388388,2006-02-04,Joaquín
Casa,1186,2005-03-03,Alquiler,Girona,151,756208,2006-02-13,Luisa
Piso,1189,2005-03-03,Alquiler,Barcelona,255,1471605,2005-10-11,Carmen
Parking,1190,2005-03-03,Venta,Girona,153,1401633,2005-09-14,Carmen
Industrial,1191,2005-03-03,Venta,Barcelona,142,1256274,2005-07-21,Pedro
Casa,1192,2005-03-04,Alquiler,Girona,235,2055310,2006-01-03,Jesús
Casa,1193,2005-03-04,Alquiler,Barcelona,239,1320236,2005-08-03,Carmen
Casa,1194,2005-03-04,Alquiler,Tarragona,191,969707,2005-12-05,Pedro
Suelo,1196,2005-03-05,Venta,Girona,124,614048,2005-07-13,Joaquín
Suelo,1202,2005-03-07,Alquiler,Tarragona,139,1100046,2005-08-28,María
Industrial,1203,2005-03-07,Venta,Lleida,237,1013175,2006-01-10,Pedro
Oficina,1204,2005-03-07,Venta,Barcelona,255,2151435,2005-08-26,Pedro
Local,1205,2005-03-07,Venta,Barcelona,213,2105079,2005-07-25,Joaquín
Suelo,1206,2005-03-07,Venta,Barcelona,117,953316,2005-12-27,María
Oficina,1207,2005-03-07,Venta,Tarragona,250,1531000,2006-02-09,Joaquín
Suelo,1208,2005-03-08,Alquiler,Girona,236,1449512,2006-02-05,Joaquín
Suelo,1210,2005-03-09,Alquiler,Lleida,247,1504477,2006-01-03,Jesús
Local,1211,2005-03-09,Venta,Lleida,229,935694,2005-10-18,Jesús
Casa,1212,2005-03-10,Venta,Barcelona,143,1246960,2005-09-28,Carmen
Casa,1213,2005-03-10,Venta,Tarragona,154,1238006,2005-09-04,María
Casa,1214,2005-03-10,Alquiler,Girona,145,655690,2005-06-08,María
Piso,1216,2005-03-10,Alquiler,Lleida,281,2688046,2005-10-24,Luisa
Casa,1217,2005-03-11,Venta,Barcelona,184,1830800,2006-01-25,Pedro
Piso,1218,2005-03-11,Venta,Girona,241,1729416,2005-09-18,Carmen
Suelo,1219,2005-03-11,Venta,Barcelona,251,2234653,2005-08-01,Luisa
Local,1221,2005-03-12,Alquiler,Barcelona,269,2032295,2005-11-27,Joaquín
Piso,1222,2005-03-12,Alquiler,Tarragona,245,1377880,2005-07-10,Joaquín
Parking,1223,2005-03-12,Venta,Girona,181,1805475,2005-06-10,María
Parking,1224,2005-03-13,Venta,Tarragona,124,1070740,2005-12-22,Carmen
Parking,1225,2005-03-14,Venta,Girona,164,785068,2006-01-22,Jesús
Piso,1226,2005-03-14,Venta,Lleida,291,1497195,2005-08-17,María
Industrial,1227,2005-03-14,Alquiler,Girona,164,1526840,2005-10-20,María
Piso,1228,2005-03-14,Alquiler,Tarragona,188,996588,2005-06-20,Carmen
Suelo,1230,2005-03-15,Venta,Girona,268,2422720,2005-11-27,Carmen
Suelo,1231,2005-03-16,Venta,Barcelona,130,1292980,2005-11-11,Luisa
Local,1232,2005-03-16,Alquiler,Barcelona,138,949578,2006-02-17,María
Local,1234,2005-03-17,Venta,Lleida,116,848888,2005-07-26,Jesús
Piso,1235,2005-03-18,Venta,Lleida,233,1673173,2005-06-28,Joaquín
Oficina,1236,2005-03-18,Venta,Barcelona,116,841232,2006-01-18,María
Casa,1238,2005-03-19,Venta,Girona,192,820608,2005-07-28,Luisa
Casa,1239,2005-03-19,Venta,Lleida,149,839615,2005-10-05,María
Industrial,1240,2005-03-19,Alquiler,Lleida,285,2562435,2005-06-20,Carmen
Oficina,1244,2005-03-20,Alquiler,Barcelona,274,1152718,2005-07-31,Pedro
Parking,1245,2005-03-20,Venta,Girona,276,1477428,2005-11-23,María
Industrial,1247,2005-03-22,Venta,Barcelona,268,1557884,2005-12-09,Luisa
Piso,1248,2005-03-22,Alquiler,Tarragona,182,851032,2006-01-02,Carmen
Piso,1250,2005-03-23,Venta,Girona,163,1362843,2006-01-31,Luisa
Local,1251,2005-03-23,Alquiler,Barcelona,150,730350,2005-06-28,Carmen
Oficina,1252,2005-03-23,Venta,Barcelona,126,867636,2005-11-02,Luisa
Industrial,1254,2005-03-24,Venta,Barcelona,127,757809,2006-02-20,Luisa
Piso,1256,2005-03-24,Venta,Girona,168,1620192,2005-10-09,María
Parking,1257,2005-03-25,Venta,Girona,117,1149525,2006-02-27,Pedro
Casa,1258,2005-03-25,Alquiler,Tarragona,241,1248862,2005-08-22,Jesús
Industrial,1259,2005-03-25,Venta,Tarragona,180,1495260,2005-11-03,Luisa
Suelo,1261,2005-03-26,Alquiler,Tarragona,187,1194930,2006-02-08,Jesús
Casa,1263,2005-03-27,Venta,Tarragona,196,849464,2006-03-26,Jesús
Oficina,1264,2005-03-28,Alquiler,Tarragona,186,1843074,2005-10-04,Pedro
Industrial,1268,2005-03-30,Alquiler,Girona,167,1191044,2006-03-30,Joaquín
Piso,1269,2005-03-30,Venta,Barcelona,138,1307688,2006-02-11,María
Parking,1271,2005-03-30,Venta,Tarragona,196,1730876,2005-07-12,Luisa
Suelo,1272,2005-03-30,Alquiler,Girona,216,1500984,2005-10-23,Joaquín
Piso,1273,2005-03-31,Venta,Girona,283,1599233,2005-11-04,Pedro
Piso,1274,2005-03-31,Venta,Lleida,189,1821771,2005-07-09,Pedro
Piso,1275,2005-04-01,Alquiler,Tarragona,278,1754180,2005-12-03,Luisa
Industrial,1276,2005-04-02,Alquiler,Lleida,222,1617270,2005-12-04,Luisa
Industrial,1277,2005-04-02,Alquiler,Lleida,285,2232690,2006-01-29,María
Piso,1278,2005-04-02,Alquiler,Lleida,132,1040028,2005-11-17,María
Suelo,1279,2005-04-02,Venta,Lleida,124,804884,2005-07-24,Carmen
Industrial,1280,2005-04-03,Alquiler,Lleida,285,1938000,2005-09-26,Joaquín
Piso,1281,2005-04-04,Venta,Girona,176,1004608,2006-01-06,Jesús
Casa,1282,2005-04-04,Venta,Tarragona,102,520914,2005-07-17,Jesús
Local,1283,2005-04-04,Alquiler,Girona,179,812660,2005-10-31,Jesús
Parking,1286,2005-04-05,Alquiler,Girona,297,2872287,2005-09-16,Luisa
Suelo,1287,2005-04-05,Venta,Barcelona,194,1612334,2005-09-21,Jesús
Casa,1288,2005-04-05,Alquiler,Tarragona,244,2413648,2006-01-06,María
Casa,1289,2005-04-05,Alquiler,Tarragona,259,1857807,2005-11-07,Luisa
Casa,1290,2005-04-05,Alquiler,Lleida,175,1560125,2005-07-21,Luisa
Industrial,1291,2005-04-06,Venta,Tarragona,131,1273320,2005-11-30,Joaquín
Industrial,1292,2005-04-06,Alquiler,Lleida,170,1566720,2005-09-02,Pedro
Industrial,1293,2005-04-06,Venta,Tarragona,230,1806650,2005-11-30,Pedro
Local,1294,2005-04-07,Venta,Barcelona,102,480318,2006-01-12,Joaquín
Oficina,1295,2005-04-07,Alquiler,Girona,214,899228,2005-12-24,Luisa
Industrial,1297,2005-04-07,Venta,Girona,230,1751450,2005-07-07,Jesús
Industrial,1298,2005-04-08,Venta,Barcelona,248,1179488,2005-12-26,Jesús
Local,1299,2005-04-09,Venta,Girona,290,1702590,2006-04-09,Pedro
Suelo,1301,2005-04-10,Venta,Tarragona,299,2531334,2005-12-18,Carmen
Casa,1302,2005-04-11,Venta,Girona,288,2371392,2005-11-17,Luisa
Suelo,1303,2005-04-11,Venta,Tarragona,130,657020,2006-01-20,Pedro
Industrial,1304,2005-04-13,Venta,Tarragona,102,627300,2006-03-28,Pedro
Casa,1306,2005-04-14,Venta,Barcelona,274,2229812,2005-08-26,María
Industrial,1307,2005-04-15,Venta,Girona,264,2589312,2005-07-20,Pedro
Parking,1308,2005-04-15,Venta,Lleida,149,1004707,2006-01-18,Joaquín
Casa,1310,2005-04-15,Alquiler,Lleida,267,1517628,2006-02-14,Carmen
Casa,1311,2005-04-15,Alquiler,Girona,185,1059680,2005-07-14,Pedro
Oficina,1312,2005-04-16,Venta,Girona,180,1523880,2005-11-11,Jesús
Piso,1313,2005-04-16,Alquiler,Lleida,165,921195,2005-10-05,Luisa
Local,1314,2005-04-17,Alquiler,Tarragona,142,1205864,2006-02-05,Luisa
Parking,1315,2005-04-17,Alquiler,Lleida,116,1035416,2006-02-01,María
Piso,1316,2005-04-17,Alquiler,Barcelona,223,1795819,2005-08-30,Luisa
Casa,1318,2005-04-17,Alquiler,Tarragona,275,1543850,2005-12-21,María
Casa,1319,2005-04-18,Alquiler,Lleida,281,1727588,2006-04-07,Luisa
Piso,1320,2005-04-18,Alquiler,Girona,164,841484,2006-04-07,María
Local,1321,2005-04-18,Alquiler,Girona,271,2478566,2005-07-21,Pedro
Local,1322,2005-04-18,Venta,Lleida,245,2396835,2005-08-18,Joaquín
Industrial,1326,2005-04-19,Alquiler,Barcelona,152,651472,2005-09-13,Carmen
Parking,1328,2005-04-20,Alquiler,Barcelona,273,2306031,2005-09-25,Carmen
