Vendedor,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta
Jesús,885,2004-11-11,Casa,Alquiler,Lleida,151,719213,2005-02-23
Joaquín,886,2004-11-12,Piso,Venta,Girona,133,1191281,2005-06-28
Luisa,887,2004-11-13,Suelo,Alquiler,Barcelona,160,1356160,2005-11-08
Pedro,889,2004-11-13,Oficina,Alquiler,Lleida,236,1420012,2005-10-31
Pedro,890,2004-11-13,Oficina,Venta,Tarragona,165,1598520,2005-10-11
Pedro,891,2004-11-13,Casa,Venta,Girona,255,2543625,2005-08-29
María,892,2004-11-14,Casa,Alquiler,Tarragona,226,2025638,2005-05-04
Pedro,893,2004-11-14,Casa,Venta,Tarragona,228,1115604,2005-09-21
Jesús,895,2004-11-14,Industrial,Alquiler,Barcelona,229,1341024,2005-09-12
Luisa,896,2004-11-14,Piso,Alquiler,Tarragona,226,1340632,2005-09-24
Jesús,898,2004-11-15,Casa,Venta,Barcelona,258,2449452,2005-03-14
Pedro,900,2004-11-16,Casa,Alquiler,Barcelona,136,1072768,2005-04-02
Pedro,901,2004-11-16,Parking,Alquiler,Girona,294,1653456,2005-07-18
Joaquín,902,2004-11-17,Oficina,Alquiler,Barcelona,294,2722146,2005-11-05
Carmen,903,2004-11-17,Suelo,Alquiler,Tarragona,151,1029367,2005-05-05
Joaquín,905,2004-11-18,Local,Alquiler,Girona,116,479892,2005-11-11
Pedro,908,2004-11-18,Parking,Venta,Girona,134,933444,2005-04-17
Carmen,909,2004-11-18,Industrial,Venta,Tarragona,127,1204595,2005-04-15
Jesús,910,2004-11-19,Piso,Alquiler,Tarragona,197,1506853,2005-11-16
Pedro,911,2004-11-20,Local,Alquiler,Barcelona,135,1036665,2005-11-08
Pedro,912,2004-11-20,Suelo,Alquiler,Lleida,200,1967400,2005-08-30
Pedro,913,2004-11-20,Suelo,Alquiler,Lleida,250,1676500,2005-08-30
Jesús,915,2004-11-20,Oficina,Venta,Girona,285,1869885,2005-08-10
María,916,2004-11-21,Piso,Alquiler,Lleida,155,1511095,2005-08-20
Pedro,917,2004-11-21,Parking,Venta,Tarragona,263,1719757,2005-08-28
Carmen,918,2004-11-22,Industrial,Alquiler,Lleida,197,1662089,2005-06-29
María,919,2004-11-22,Casa,Alquiler,Lleida,270,1311660,2005-10-11
Luisa,920,2004-11-23,Industrial,Venta,Barcelona,137,1242042,2005-08-08
Luisa,921,2004-11-24,Suelo,Venta,Tarragona,163,1273030,2005-06-16
Joaquín,922,2004-11-24,Oficina,Venta,Lleida,217,1238202,2005-05-11
Carmen,923,2004-11-24,Suelo,Venta,Tarragona,257,1440742,2005-07-09
Luisa,924,2004-11-25,Parking,Alquiler,Girona,283,2213909,2005-05-10
Joaquín,925,2004-11-25,Parking,Alquiler,Lleida,298,2039512,2005-10-11
Luisa,926,2004-11-25,Suelo,Alquiler,Barcelona,298,2376550,2005-10-19
Carmen,927,2004-11-25,Suelo,Alquiler,Barcelona,151,709700,2005-03-16
Joaquín,928,2004-11-26,Industrial,Alquiler,Barcelona,283,1615647,2005-06-06
Luisa,930,2004-11-27,Local,Venta,Tarragona,161,1604687,2005-03-05
Carmen,931,2004-11-27,Suelo,Venta,Lleida,223,2053384,2005-11-13
Joaquín,932,2004-11-29,Parking,Venta,Lleida,121,754435,2005-04-23
Luisa,933,2004-11-29,Parking,Alquiler,Tarragona,150,795000,2005-10-17
Jesús,934,2004-11-29,Casa,Alquiler,Girona,228,2212740,2005-10-10
Pedro,935,2004-11-30,Oficina,Alquiler,Lleida,164,1373008,2005-06-09
María,936,2004-12-01,Parking,Alquiler,Girona,116,573040,2005-11-01
María,937,2004-12-01,Industrial,Alquiler,Girona,276,1932552,2005-10-20
Pedro,938,2004-12-01,Local,Venta,Barcelona,158,766774,2005-03-24
Pedro,939,2004-12-01,Industrial,Alquiler,Girona,216,1962360,2005-05-17
Luisa,940,2004-12-02,Industrial,Venta,Barcelona,249,1662822,2005-07-11
Carmen,942,2004-12-02,Industrial,Alquiler,Tarragona,177,1485915,2005-04-29
Carmen,943,2004-12-03,Piso,Venta,Tarragona,268,1273000,2005-06-16
Pedro,945,2004-12-04,Piso,Venta,Tarragona,162,894888,2005-03-26
Pedro,946,2004-12-04,Piso,Venta,Girona,243,1447551,2005-09-13
Carmen,947,2004-12-04,Suelo,Venta,Lleida,103,474624,2005-03-25
Pedro,948,2004-12-05,Piso,Alquiler,Girona,237,1725597,2005-07-07
María,949,2004-12-05,Parking,Alquiler,Barcelona,206,1241562,2005-07-27
Pedro,950,2004-12-05,Piso,Venta,Girona,233,2153852,2005-03-11
María,952,2004-12-07,Industrial,Venta,Barcelona,142,954808,2005-06-18
Carmen,953,2004-12-07,Casa,Alquiler,Girona,240,1510320,2005-10-19
María,955,2004-12-09,Suelo,Venta,Girona,200,1938400,2005-08-25
Carmen,958,2004-12-10,Local,Alquiler,Tarragona,227,1071667,2005-05-26
María,959,2004-12-10,Parking,Venta,Tarragona,291,1872876,2005-05-16
Joaquín,960,2004-12-10,Suelo,Venta,Girona,275,1732500,2005-07-10
Joaquín,962,2004-12-10,Oficina,Alquiler,Barcelona,174,1271592,2005-07-13
Pedro,963,2004-12-11,Local,Venta,Lleida,190,1593720,2005-05-28
Luisa,964,2004-12-11,Suelo,Venta,Girona,185,1038590,2005-07-15
María,966,2004-12-11,Piso,Alquiler,Lleida,213,1994532,2005-04-22
Carmen,967,2004-12-12,Piso,Venta,Girona,175,722925,2005-03-18
Pedro,969,2004-12-14,Piso,Venta,Lleida,272,2581552,2005-10-22
Luisa,970,2004-12-14,Piso,Alquiler,Girona,232,1193408,2005-06-07
María,971,2004-12-14,Piso,Venta,Lleida,200,1145600,2005-09-22
Joaquín,972,2004-12-14,Piso,Venta,Girona,219,1059303,2005-07-27
Jesús,973,2004-12-15,Casa,Alquiler,Lleida,126,600642,2005-08-20
Jesús,974,2004-12-15,Parking,Alquiler,Lleida,131,920144,2005-12-10
Pedro,976,2004-12-16,Local,Alquiler,Barcelona,232,1236560,2005-11-20
Joaquín,977,2004-12-16,Suelo,Alquiler,Barcelona,199,1494490,2005-04-04
María,978,2004-12-17,Casa,Venta,Tarragona,115,659295,2005-10-09
Joaquín,980,2004-12-18,Suelo,Venta,Barcelona,122,589016,2005-10-04
Pedro,981,2004-12-18,Local,Venta,Girona,278,2273762,2005-11-30
Carmen,982,2004-12-19,Casa,Alquiler,Barcelona,212,1588940,2005-08-29
Luisa,983,2004-12-19,Oficina,Alquiler,Barcelona,250,1127750,2005-04-04
Jesús,984,2004-12-19,Suelo,Alquiler,Lleida,278,1678286,2005-04-20
Pedro,985,2004-12-20,Piso,Alquiler,Barcelona,270,2427300,2005-09-06
Joaquín,986,2004-12-20,Suelo,Alquiler,Lleida,212,1753240,2005-05-14
Carmen,987,2004-12-21,Industrial,Venta,Lleida,258,1894752,2005-08-21
Jesús,988,2004-12-21,Casa,Alquiler,Tarragona,225,2000475,2005-07-12
Pedro,990,2004-12-21,Industrial,Venta,Barcelona,182,1717898,2005-04-24
Luisa,991,2004-12-21,Oficina,Venta,Barcelona,233,1870757,2005-10-13
María,992,2004-12-22,Piso,Alquiler,Girona,281,2326118,2005-07-22
Luisa,993,2004-12-22,Industrial,Venta,Tarragona,201,1911510,2005-06-23
Joaquín,994,2004-12-22,Local,Venta,Girona,187,1346961,2005-12-20
Joaquín,995,2004-12-22,Oficina,Venta,Tarragona,180,1414800,2005-05-29
Luisa,998,2004-12-23,Local,Venta,Girona,219,2101743,2005-07-30
Luisa,1000,2004-12-24,Parking,Venta,Lleida,300,2707200,2005-10-15
Luisa,1001,2004-12-25,Local,Venta,Barcelona,250,1368750,2005-06-07
María,1002,2004-12-25,Piso,Alquiler,Barcelona,292,2677056,2005-07-22
Luisa,1005,2004-12-26,Oficina,Alquiler,Girona,159,1437360,2005-06-12
Pedro,1006,2004-12-26,Suelo,Venta,Lleida,215,1706240,2005-04-25
Carmen,1008,2004-12-27,Casa,Venta,Lleida,121,622787,2005-05-02
Pedro,1009,2004-12-27,Piso,Alquiler,Tarragona,222,1266732,2005-06-23
Luisa,1010,2004-12-27,Parking,Venta,Girona,211,945702,2005-12-04
Jesús,1012,2004-12-30,Oficina,Venta,Tarragona,173,1008071,2005-07-21
Pedro,1013,2004-12-31,Oficina,Venta,Barcelona,191,1657880,2005-09-06
María,1014,2004-12-31,Casa,Venta,Barcelona,146,1457226,2005-11-05
Luisa,1015,2004-12-31,Local,Alquiler,Barcelona,168,1508472,2005-12-03
María,1016,2005-01-01,Parking,Alquiler,Barcelona,142,1276864,2005-10-24
Carmen,1017,2005-01-01,Parking,Venta,Girona,217,2101862,2005-10-23
Jesús,1018,2005-01-01,Local,Alquiler,Barcelona,269,1360064,2005-08-17
María,1020,2005-01-02,Industrial,Alquiler,Lleida,201,1176855,2005-10-07
Joaquín,1022,2005-01-03,Piso,Alquiler,Tarragona,237,1177653,2005-11-10
Pedro,1023,2005-01-03,Oficina,Venta,Girona,105,889980,2005-10-16
Carmen,1024,2005-01-03,Piso,Alquiler,Barcelona,172,1615424,2005-11-19
Jesús,1025,2005-01-04,Industrial,Alquiler,Tarragona,216,2022624,2005-05-07
Luisa,1026,2005-01-04,Parking,Alquiler,Barcelona,206,1231262,2005-07-10
Joaquín,1029,2005-01-05,Piso,Alquiler,Lleida,269,1089181,2005-07-25
María,1030,2005-01-05,Piso,Alquiler,Tarragona,221,1194505,2005-12-12
María,1031,2005-01-05,Industrial,Alquiler,Barcelona,143,1106677,2005-08-08
Luisa,1032,2005-01-06,Industrial,Alquiler,Barcelona,170,1262250,2005-11-29
Luisa,1033,2005-01-06,Casa,Alquiler,Lleida,171,1236672,2005-06-07
Luisa,1034,2005-01-06,Industrial,Alquiler,Girona,153,923355,2005-07-07
Jesús,1035,2005-01-07,Industrial,Venta,Barcelona,252,2398788,2005-11-19
Luisa,1036,2005-01-07,Local,Venta,Lleida,180,1636560,2005-08-31
Jesús,1037,2005-01-08,Industrial,Venta,Lleida,271,2496723,2005-12-12
Pedro,1039,2005-01-09,Casa,Alquiler,Lleida,264,1441440,2005-10-28
Jesús,1040,2005-01-09,Local,Venta,Barcelona,162,1315440,2005-09-16
Joaquín,1041,2005-01-09,Local,Alquiler,Tarragona,286,1732302,2005-08-26
Pedro,1043,2005-01-11,Suelo,Alquiler,Tarragona,186,1844004,2005-06-19
Joaquín,1044,2005-01-11,Piso,Alquiler,Tarragona,217,1603196,2005-12-11
Joaquín,1045,2005-01-11,Parking,Alquiler,Girona,260,2402920,2005-10-09
Luisa,1046,2005-01-11,Suelo,Alquiler,Girona,240,1823280,2005-09-04
Jesús,1047,2005-01-11,Oficina,Alquiler,Barcelona,157,949693,2005-11-27
Luisa,1048,2005-01-12,Casa,Alquiler,Barcelona,279,2362572,2005-09-25
Carmen,1050,2005-01-12,Casa,Venta,Tarragona,120,703680,2005-09-16
Pedro,1051,2005-01-12,Parking,Venta,Lleida,246,1940448,2005-10-08
Carmen,1054,2005-01-14,Oficina,Alquiler,Barcelona,251,2138771,2005-05-15
Pedro,1055,2005-01-14,Local,Alquiler,Lleida,149,1250408,2005-10-30
Joaquín,1058,2005-01-15,Parking,Venta,Barcelona,221,1919827,2006-01-06
Jesús,1059,2005-01-16,Oficina,Venta,Girona,133,573230,2005-09-20
Jesús,1063,2005-01-19,Oficina,Venta,Barcelona,213,1886541,2005-09-05
Joaquín,1065,2005-01-19,Industrial,Alquiler,Lleida,200,1502800,2005-10-14
Pedro,1066,2005-01-20,Suelo,Venta,Girona,287,2808008,2005-06-24
Pedro,1067,2005-01-20,Suelo,Venta,Lleida,108,892620,2005-11-08
Joaquín,1068,2005-01-21,Parking,Venta,Barcelona,221,1471197,2005-10-17
Pedro,1069,2005-01-21,Local,Venta,Tarragona,108,1065744,2005-05-03
Pedro,1070,2005-01-21,Parking,Venta,Lleida,232,1162784,2005-08-23
Carmen,1071,2005-01-21,Parking,Venta,Girona,118,1134452,2005-04-27
Carmen,1072,2005-01-22,Piso,Alquiler,Girona,132,592152,2005-04-23
Luisa,1073,2005-01-22,Oficina,Alquiler,Tarragona,246,2083866,2005-07-25
Joaquín,1074,2005-01-22,Industrial,Alquiler,Lleida,293,2141830,2005-09-19
Jesús,1075,2005-01-23,Parking,Alquiler,Barcelona,290,2275050,2005-09-20
María,1077,2005-01-23,Local,Alquiler,Barcelona,212,1911604,2006-01-14
Carmen,1078,2005-01-24,Oficina,Alquiler,Barcelona,254,1850644,2005-11-28
Joaquín,1080,2005-01-24,Local,Alquiler,Lleida,287,2279354,2005-12-15
Carmen,1081,2005-01-24,Piso,Alquiler,Barcelona,180,1128420,2005-10-13
Carmen,1082,2005-01-25,Oficina,Venta,Tarragona,173,1615128,2005-05-06
Carmen,1083,2005-01-25,Oficina,Alquiler,Tarragona,210,1332030,2006-01-02
Joaquín,1084,2005-01-25,Parking,Alquiler,Girona,287,1370138,2005-05-03
Carmen,1086,2005-01-25,Piso,Alquiler,Lleida,260,2546180,2005-05-23
Luisa,1087,2005-01-26,Parking,Alquiler,Tarragona,197,1199730,2006-01-13
Pedro,1088,2005-01-26,Industrial,Alquiler,Tarragona,144,760176,2005-10-20
Carmen,1089,2005-01-27,Industrial,Venta,Barcelona,168,1081248,2005-06-01
Pedro,1090,2005-01-28,Local,Alquiler,Barcelona,253,1816793,2005-10-22
Jesús,1091,2005-01-28,Oficina,Venta,Tarragona,110,943800,2006-01-26
Carmen,1092,2005-01-29,Piso,Alquiler,Tarragona,299,2130375,2005-10-28
Carmen,1093,2005-01-31,Parking,Alquiler,Girona,222,2209344,2005-09-09
Carmen,1094,2005-02-01,Piso,Venta,Barcelona,139,1187477,2005-05-31
María,1095,2005-02-01,Local,Venta,Barcelona,300,1772700,2006-01-03
Luisa,1097,2005-02-01,Oficina,Venta,Tarragona,156,771108,2005-07-25
Pedro,1098,2005-02-01,Suelo,Venta,Barcelona,262,1960808,2005-09-11
Jesús,1100,2005-02-02,Piso,Alquiler,Tarragona,243,1814238,2006-01-29
Joaquín,1102,2005-02-02,Casa,Venta,Tarragona,268,1950772,2005-06-02
María,1103,2005-02-03,Local,Venta,Lleida,125,932250,2005-08-03
Luisa,1104,2005-02-03,Oficina,Venta,Lleida,114,786714,2005-09-04
Carmen,1106,2005-02-04,Oficina,Venta,Girona,141,1279434,2005-09-26
Carmen,1107,2005-02-05,Suelo,Alquiler,Tarragona,105,650580,2005-05-26
Pedro,1108,2005-02-05,Industrial,Alquiler,Lleida,199,1009328,2005-12-04
Carmen,1109,2005-02-05,Parking,Alquiler,Tarragona,286,2064634,2005-05-26
Pedro,1110,2005-02-05,Local,Venta,Lleida,110,924990,2005-09-25
Pedro,1112,2005-02-06,Industrial,Alquiler,Barcelona,210,1602300,2005-06-26
Luisa,1113,2005-02-06,Parking,Venta,Tarragona,157,1323353,2005-07-25
Pedro,1115,2005-02-08,Piso,Alquiler,Lleida,179,963020,2005-11-06
Luisa,1117,2005-02-08,Casa,Alquiler,Girona,154,1037498,2005-09-20
María,1118,2005-02-09,Parking,Alquiler,Lleida,293,2741308,2005-10-20
Pedro,1119,2005-02-10,Local,Alquiler,Barcelona,286,1912482,2005-11-26
Joaquín,1120,2005-02-10,Local,Venta,Girona,180,1707660,2005-07-28
Carmen,1121,2005-02-10,Piso,Venta,Lleida,176,1592624,2005-05-20
Pedro,1122,2005-02-11,Piso,Venta,Girona,228,1339044,2005-12-14
Joaquín,1123,2005-02-11,Oficina,Venta,Girona,157,879357,2005-05-17
Jesús,1124,2005-02-11,Piso,Venta,Girona,208,1215344,2005-05-27
Luisa,1125,2005-02-13,Casa,Alquiler,Tarragona,245,2287075,2006-01-31
Luisa,1126,2005-02-13,Piso,Venta,Tarragona,111,462315,2006-01-13
Joaquín,1128,2005-02-14,Parking,Venta,Barcelona,229,1859480,2006-01-06
Pedro,1129,2005-02-14,Oficina,Alquiler,Girona,119,899640,2005-12-12
Carmen,1131,2005-02-15,Parking,Venta,Barcelona,156,795912,2006-01-06
Carmen,1133,2005-02-15,Oficina,Venta,Lleida,132,712404,2005-08-03
Luisa,1134,2005-02-15,Local,Venta,Barcelona,122,879254,2005-06-25
Carmen,1138,2005-02-16,Casa,Venta,Barcelona,257,1066550,2005-09-23
Pedro,1140,2005-02-16,Suelo,Venta,Tarragona,140,1318660,2005-10-16
Jesús,1141,2005-02-16,Parking,Venta,Lleida,179,1601334,2005-11-07
María,1142,2005-02-16,Casa,Venta,Tarragona,230,1033850,2005-10-30
Carmen,1143,2005-02-17,Suelo,Alquiler,Barcelona,254,1394206,2005-05-28
Carmen,1144,2005-02-17,Suelo,Alquiler,Barcelona,256,2176768,2006-02-13
Joaquín,1145,2005-02-17,Piso,Alquiler,Tarragona,106,850226,2005-09-02
Joaquín,1146,2005-02-17,Oficina,Venta,Barcelona,198,1090782,2006-02-01
Carmen,1147,2005-02-18,Industrial,Alquiler,Lleida,153,1519137,2005-06-20
Jesús,1148,2005-02-18,Oficina,Alquiler,Barcelona,233,984192,2006-01-28
Jesús,1150,2005-02-18,Piso,Alquiler,Lleida,105,909090,2005-10-25
Carmen,1151,2005-02-18,Local,Venta,Barcelona,158,1308398,2006-02-05
Pedro,1152,2005-02-19,Local,Venta,Girona,224,1966272,2005-12-02
Jesús,1153,2005-02-19,Suelo,Venta,Lleida,272,2021232,2005-10-16
Carmen,1154,2005-02-20,Piso,Alquiler,Barcelona,292,2865688,2005-08-21
Luisa,1156,2005-02-20,Industrial,Venta,Tarragona,251,1305200,2005-12-18
María,1157,2005-02-20,Local,Venta,Girona,254,1614170,2006-01-18
Carmen,1158,2005-02-20,Oficina,Venta,Barcelona,298,2436448,2005-08-13
Joaquín,1159,2005-02-20,Industrial,Venta,Tarragona,214,1823708,2005-09-16
Jesús,1160,2005-02-21,Industrial,Venta,Barcelona,276,2148384,2005-10-12
Luisa,1161,2005-02-22,Suelo,Venta,Lleida,197,1594715,2006-01-15
Joaquín,1162,2005-02-22,Local,Venta,Tarragona,111,698301,2005-10-23
Joaquín,1164,2005-02-22,Parking,Venta,Lleida,174,750984,2005-07-07
Pedro,1165,2005-02-23,Suelo,Alquiler,Lleida,214,1665134,2005-10-21
Luisa,1166,2005-02-23,Piso,Alquiler,Lleida,227,1820540,2005-10-12
Pedro,1167,2005-02-23,Parking,Venta,Lleida,152,1076464,2005-05-27
Pedro,1168,2005-02-24,Piso,Venta,Girona,206,1136502,2006-01-22
Joaquín,1169,2005-02-24,Casa,Alquiler,Tarragona,150,1051500,2006-02-17
Jesús,1170,2005-02-24,Local,Alquiler,Tarragona,165,744480,2005-08-06
Jesús,1171,2005-02-24,Oficina,Venta,Tarragona,120,647280,2005-09-02
Luisa,1172,2005-02-24,Oficina,Venta,Girona,188,1697640,2005-08-04
Joaquín,1176,2005-02-26,Casa,Venta,Barcelona,133,1305129,2005-12-22
Pedro,1178,2005-02-27,Parking,Venta,Tarragona,219,1468614,2005-10-10
Carmen,1182,2005-03-01,Suelo,Venta,Girona,177,1203246,2006-02-20
Joaquín,1185,2005-03-02,Piso,Venta,Barcelona,236,1388388,2006-02-04
Luisa,1186,2005-03-03,Casa,Alquiler,Girona,151,756208,2006-02-13
Carmen,1189,2005-03-03,Piso,Alquiler,Barcelona,255,1471605,2005-10-11
Carmen,1190,2005-03-03,Parking,Venta,Girona,153,1401633,2005-09-14
Pedro,1191,2005-03-03,Industrial,Venta,Barcelona,142,1256274,2005-07-21
Jesús,1192,2005-03-04,Casa,Alquiler,Girona,235,2055310,2006-01-03
Carmen,1193,2005-03-04,Casa,Alquiler,Barcelona,239,1320236,2005-08-03
Pedro,1194,2005-03-04,Casa,Alquiler,Tarragona,191,969707,2005-12-05
Joaquín,1196,2005-03-05,Suelo,Venta,Girona,124,614048,2005-07-13
María,1202,2005-03-07,Suelo,Alquiler,Tarragona,139,1100046,2005-08-28
Pedro,1203,2005-03-07,Industrial,Venta,Lleida,237,1013175,2006-01-10
Pedro,1204,2005-03-07,Oficina,Venta,Barcelona,255,2151435,2005-08-26
Joaquín,1205,2005-03-07,Local,Venta,Barcelona,213,2105079,2005-07-25
María,1206,2005-03-07,Suelo,Venta,Barcelona,117,953316,2005-12-27
Joaquín,1207,2005-03-07,Oficina,Venta,Tarragona,250,1531000,2006-02-09
Joaquín,1208,2005-03-08,Suelo,Alquiler,Girona,236,1449512,2006-02-05
Jesús,1210,2005-03-09,Suelo,Alquiler,Lleida,247,1504477,2006-01-03
Jesús,1211,2005-03-09,Local,Venta,Lleida,229,935694,2005-10-18
Carmen,1212,2005-03-10,Casa,Venta,Barcelona,143,1246960,2005-09-28
María,1213,2005-03-10,Casa,Venta,Tarragona,154,1238006,2005-09-04
María,1214,2005-03-10,Casa,Alquiler,Girona,145,655690,2005-06-08
Luisa,1216,2005-03-10,Piso,Alquiler,Lleida,281,2688046,2005-10-24
Pedro,1217,2005-03-11,Casa,Venta,Barcelona,184,1830800,2006-01-25
Carmen,1218,2005-03-11,Piso,Venta,Girona,241,1729416,2005-09-18
Luisa,1219,2005-03-11,Suelo,Venta,Barcelona,251,2234653,2005-08-01
Joaquín,1221,2005-03-12,Local,Alquiler,Barcelona,269,2032295,2005-11-27
Joaquín,1222,2005-03-12,Piso,Alquiler,Tarragona,245,1377880,2005-07-10
María,1223,2005-03-12,Parking,Venta,Girona,181,1805475,2005-06-10
Carmen,1224,2005-03-13,Parking,Venta,Tarragona,124,1070740,2005-12-22
Jesús,1225,2005-03-14,Parking,Venta,Girona,164,785068,2006-01-22
María,1226,2005-03-14,Piso,Venta,Lleida,291,1497195,2005-08-17
María,1227,2005-03-14,Industrial,Alquiler,Girona,164,1526840,2005-10-20
Carmen,1228,2005-03-14,Piso,Alquiler,Tarragona,188,996588,2005-06-20
Carmen,1230,2005-03-15,Suelo,Venta,Girona,268,2422720,2005-11-27
Luisa,1231,2005-03-16,Suelo,Venta,Barcelona,130,1292980,2005-11-11
María,1232,2005-03-16,Local,Alquiler,Barcelona,138,949578,2006-02-17
Jesús,1234,2005-03-17,Local,Venta,Lleida,116,848888,2005-07-26
Joaquín,1235,2005-03-18,Piso,Venta,Lleida,233,1673173,2005-06-28
María,1236,2005-03-18,Oficina,Venta,Barcelona,116,841232,2006-01-18
Luisa,1238,2005-03-19,Casa,Venta,Girona,192,820608,2005-07-28
María,1239,2005-03-19,Casa,Venta,Lleida,149,839615,2005-10-05
Carmen,1240,2005-03-19,Industrial,Alquiler,Lleida,285,2562435,2005-06-20
Pedro,1242,2005-03-20,Piso,Alquiler,Girona,100,484200,2005-09-30
Pedro,1244,2005-03-20,Oficina,Alquiler,Barcelona,274,1152718,2005-07-31
María,1245,2005-03-20,Parking,Venta,Girona,276,1477428,2005-11-23
Luisa,1247,2005-03-22,Industrial,Venta,Barcelona,268,1557884,2005-12-09
Carmen,1248,2005-03-22,Piso,Alquiler,Tarragona,182,851032,2006-01-02
Luisa,1250,2005-03-23,Piso,Venta,Girona,163,1362843,2006-01-31
Carmen,1251,2005-03-23,Local,Alquiler,Barcelona,150,730350,2005-06-28
Luisa,1252,2005-03-23,Oficina,Venta,Barcelona,126,867636,2005-11-02
Luisa,1254,2005-03-24,Industrial,Venta,Barcelona,127,757809,2006-02-20
María,1256,2005-03-24,Piso,Venta,Girona,168,1620192,2005-10-09
Pedro,1257,2005-03-25,Parking,Venta,Girona,117,1149525,2006-02-27
Jesús,1258,2005-03-25,Casa,Alquiler,Tarragona,241,1248862,2005-08-22
Luisa,1259,2005-03-25,Industrial,Venta,Tarragona,180,1495260,2005-11-03
Jesús,1261,2005-03-26,Suelo,Alquiler,Tarragona,187,1194930,2006-02-08
Jesús,1263,2005-03-27,Casa,Venta,Tarragona,196,849464,2006-03-26
Pedro,1264,2005-03-28,Oficina,Alquiler,Tarragona,186,1843074,2005-10-04
Joaquín,1268,2005-03-30,Industrial,Alquiler,Girona,167,1191044,2006-03-30
María,1269,2005-03-30,Piso,Venta,Barcelona,138,1307688,2006-02-11
Luisa,1271,2005-03-30,Parking,Venta,Tarragona,196,1730876,2005-07-12
Joaquín,1272,2005-03-30,Suelo,Alquiler,Girona,216,1500984,2005-10-23
Pedro,1273,2005-03-31,Piso,Venta,Girona,283,1599233,2005-11-04
Pedro,1274,2005-03-31,Piso,Venta,Lleida,189,1821771,2005-07-09
Luisa,1275,2005-04-01,Piso,Alquiler,Tarragona,278,1754180,2005-12-03
Luisa,1276,2005-04-02,Industrial,Alquiler,Lleida,222,1617270,2005-12-04
María,1277,2005-04-02,Industrial,Alquiler,Lleida,285,2232690,2006-01-29
María,1278,2005-04-02,Piso,Alquiler,Lleida,132,1040028,2005-11-17
Carmen,1279,2005-04-02,Suelo,Venta,Lleida,124,804884,2005-07-24
Joaquín,1280,2005-04-03,Industrial,Alquiler,Lleida,285,1938000,2005-09-26
Jesús,1281,2005-04-04,Piso,Venta,Girona,176,1004608,2006-01-06
Jesús,1282,2005-04-04,Casa,Venta,Tarragona,102,520914,2005-07-17
Jesús,1283,2005-04-04,Local,Alquiler,Girona,179,812660,2005-10-31
Luisa,1286,2005-04-05,Parking,Alquiler,Girona,297,2872287,2005-09-16
Jesús,1287,2005-04-05,Suelo,Venta,Barcelona,194,1612334,2005-09-21
María,1288,2005-04-05,Casa,Alquiler,Tarragona,244,2413648,2006-01-06
Luisa,1289,2005-04-05,Casa,Alquiler,Tarragona,259,1857807,2005-11-07
Luisa,1290,2005-04-05,Casa,Alquiler,Lleida,175,1560125,2005-07-21
Joaquín,1291,2005-04-06,Industrial,Venta,Tarragona,131,1273320,2005-11-30
Pedro,1292,2005-04-06,Industrial,Alquiler,Lleida,170,1566720,2005-09-02
Pedro,1293,2005-04-06,Industrial,Venta,Tarragona,230,1806650,2005-11-30
Joaquín,1294,2005-04-07,Local,Venta,Barcelona,102,480318,2006-01-12
Luisa,1295,2005-04-07,Oficina,Alquiler,Girona,214,899228,2005-12-24
Jesús,1297,2005-04-07,Industrial,Venta,Girona,230,1751450,2005-07-07
Jesús,1298,2005-04-08,Industrial,Venta,Barcelona,248,1179488,2005-12-26
Pedro,1299,2005-04-09,Local,Venta,Girona,290,1702590,2006-04-09
Carmen,1301,2005-04-10,Suelo,Venta,Tarragona,299,2531334,2005-12-18
Luisa,1302,2005-04-11,Casa,Venta,Girona,288,2371392,2005-11-17
Pedro,1303,2005-04-11,Suelo,Venta,Tarragona,130,657020,2006-01-20
Pedro,1304,2005-04-13,Industrial,Venta,Tarragona,102,627300,2006-03-28
María,1306,2005-04-14,Casa,Venta,Barcelona,274,2229812,2005-08-26
Pedro,1307,2005-04-15,Industrial,Venta,Girona,264,2589312,2005-07-20
Joaquín,1308,2005-04-15,Parking,Venta,Lleida,149,1004707,2006-01-18
Carmen,1310,2005-04-15,Casa,Alquiler,Lleida,267,1517628,2006-02-14
Pedro,1311,2005-04-15,Casa,Alquiler,Girona,185,1059680,2005-07-14
Jesús,1312,2005-04-16,Oficina,Venta,Girona,180,1523880,2005-11-11
Luisa,1313,2005-04-16,Piso,Alquiler,Lleida,165,921195,2005-10-05
Luisa,1314,2005-04-17,Local,Alquiler,Tarragona,142,1205864,2006-02-05
María,1315,2005-04-17,Parking,Alquiler,Lleida,116,1035416,2006-02-01
Luisa,1316,2005-04-17,Piso,Alquiler,Barcelona,223,1795819,2005-08-30
María,1318,2005-04-17,Casa,Alquiler,Tarragona,275,1543850,2005-12-21
Luisa,1319,2005-04-18,Casa,Alquiler,Lleida,281,1727588,2006-04-07
María,1320,2005-04-18,Piso,Alquiler,Girona,164,841484,2006-04-07
Pedro,1321,2005-04-18,Local,Alquiler,Girona,271,2478566,2005-07-21
Joaquín,1322,2005-04-18,Local,Venta,Lleida,245,2396835,2005-08-18
