Tipo,Referencia,Fecha Alta,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
Suelo,1868,2005-11-04,Venta,Girona,69,667299,2006-10-25,Luisa
Oficina,1875,2005-11-07,Venta,Lleida,93,589155,2006-04-22,Carmen
Piso,1879,2005-11-08,Venta,Tarragona,59,265913,2006-05-13,Luisa
Local,1884,2005-11-10,Alquiler,Barcelona,246,2216214,2006-04-17,María
Oficina,1886,2005-11-12,Alquiler,Girona,273,2333058,2006-03-05,Joaquín
Suelo,1888,2005-11-13,Venta,Tarragona,68,392972,2006-07-27,Pedro
Piso,1889,2005-11-13,Alquiler,Lleida,74,341584,2006-04-16,Luisa
Oficina,1890,2005-11-13,Venta,Tarragona,251,2070750,2006-09-03,Carmen
Local,1891,2005-11-13,Alquiler,Barcelona,89,499735,2006-08-19,María
Oficina,1893,2005-11-13,Alquiler,Barcelona,70,526680,2006-02-17,Joaquín
Parking,1894,2005-11-14,Venta,Girona,46,426880,2006-05-16,Luisa
Oficina,1897,2005-11-15,Alquiler,Barcelona,62,421290,2006-05-21,Joaquín
Casa,1902,2005-11-17,Alquiler,Lleida,65,431275,2006-08-16,Luisa
Local,1905,2005-11-19,Alquiler,Lleida,87,756900,2006-05-26,Carmen
Local,1906,2005-11-20,Alquiler,Tarragona,90,416430,2006-11-01,Jesús
Parking,1908,2005-11-21,Venta,Lleida,51,472668,2006-04-04,María
Industrial,1912,2005-11-22,Venta,Girona,95,783370,2006-09-04,Jesús
Oficina,1916,2005-11-22,Venta,Lleida,263,2323868,2006-05-25,Pedro
Local,1917,2005-11-23,Venta,Tarragona,58,426010,2006-03-09,Joaquín
Parking,1918,2005-11-23,Venta,Girona,45,301815,2006-10-19,Joaquín
Oficina,1919,2005-11-23,Alquiler,Tarragona,44,363968,2006-09-02,Carmen
Suelo,1920,2005-11-23,Venta,Girona,243,2347137,2006-07-19,María
Oficina,1921,2005-11-24,Venta,Girona,87,655893,2006-03-09,Jesús
Parking,1924,2005-11-25,Alquiler,Tarragona,295,2613405,2006-11-23,Carmen
Parking,1927,2005-11-26,Alquiler,Girona,46,187680,2006-11-13,Luisa
Piso,1929,2005-11-26,Alquiler,Girona,96,854496,2006-03-28,Pedro
Local,1932,2005-11-27,Venta,Girona,88,795696,2006-05-24,María
Industrial,1935,2005-11-28,Alquiler,Tarragona,80,405280,2006-03-29,Carmen
Piso,1946,2005-12-03,Alquiler,Barcelona,264,2147112,2006-05-10,Joaquín
Piso,1949,2005-12-05,Venta,Barcelona,85,693515,2006-03-31,Luisa
Industrial,1950,2005-12-05,Venta,Barcelona,67,324213,2006-04-10,Luisa
Parking,1953,2005-12-06,Alquiler,Girona,250,2103000,2006-09-13,Jesús
Oficina,1957,2005-12-08,Alquiler,Barcelona,293,2868470,2006-03-18,Luisa
Industrial,1960,2005-12-09,Venta,Tarragona,287,2446962,2006-11-10,María
Suelo,1962,2005-12-11,Venta,Barcelona,238,2203166,2006-05-01,Carmen
Parking,1965,2005-12-13,Alquiler,Lleida,57,293949,2006-11-06,Pedro
Local,1966,2005-12-13,Venta,Barcelona,66,270996,2006-07-04,Luisa
Casa,1967,2005-12-14,Venta,Lleida,216,2046384,2006-07-03,Pedro
Parking,1973,2005-12-17,Venta,Girona,67,490507,2006-04-01,María
Parking,1974,2005-12-17,Alquiler,Girona,57,387828,2006-03-25,Luisa
Industrial,1979,2005-12-20,Alquiler,Barcelona,238,2136288,2006-09-01,María
Local,1980,2005-12-20,Venta,Lleida,281,2671748,2006-12-18,Carmen
Local,1981,2005-12-20,Alquiler,Girona,49,425565,2006-05-06,Joaquín
Suelo,1983,2005-12-21,Alquiler,Barcelona,243,2390634,2006-06-26,Luisa
Piso,1985,2005-12-21,Venta,Tarragona,289,2789428,2006-04-29,Pedro
Casa,1989,2005-12-22,Venta,Barcelona,276,2548584,2006-10-13,Jesús
Suelo,1990,2005-12-22,Alquiler,Tarragona,203,2021880,2006-04-29,Joaquín
Oficina,1991,2005-12-22,Venta,Tarragona,274,2456958,2006-10-03,Jesús
Local,1993,2005-12-23,Venta,Girona,299,2110342,2006-04-13,Jesús
Casa,1994,2005-12-23,Venta,Girona,86,651192,2006-04-23,Luisa
Local,1995,2005-12-23,Alquiler,Barcelona,267,2263626,2006-07-04,Pedro
Local,1998,2005-12-24,Venta,Tarragona,264,2303928,2006-04-17,Luisa
Oficina,2000,2005-12-25,Venta,Tarragona,96,456672,2006-07-01,Pedro
Oficina,2004,2005-12-26,Alquiler,Barcelona,56,296856,2006-06-06,María
Oficina,2007,2005-12-27,Alquiler,Barcelona,54,402462,2006-10-06,Pedro
Piso,2012,2005-12-30,Venta,Tarragona,94,924866,2006-12-23,Jesús
Oficina,2014,2005-12-30,Alquiler,Girona,227,2029607,2006-10-20,Carmen
Casa,2016,2005-12-31,Alquiler,Girona,284,2815292,2006-12-07,Jesús
Industrial,2018,2006-01-01,Venta,Barcelona,75,545925,2006-09-08,Joaquín
Piso,2020,2006-01-01,Alquiler,Lleida,80,322960,2006-12-28,Pedro
Casa,2024,2006-01-02,Alquiler,Girona,271,2471249,2006-04-04,Joaquín
Industrial,2027,2006-01-03,Venta,Girona,41,368959,2006-08-29,Carmen
Casa,2030,2006-01-03,Alquiler,Barcelona,229,2219468,2006-07-12,Luisa
Parking,2036,2006-01-05,Venta,Barcelona,90,446940,2006-06-26,María
Local,2038,2006-01-06,Alquiler,Barcelona,283,2107784,2006-04-19,María
Oficina,2040,2006-01-07,Alquiler,Lleida,207,2014110,2006-11-01,Joaquín
Suelo,2042,2006-01-08,Venta,Barcelona,80,539280,2006-08-01,María
Casa,2043,2006-01-08,Alquiler,Girona,280,2346400,2006-05-07,María
Industrial,2046,2006-01-09,Alquiler,Girona,256,2331648,2006-11-26,Luisa
Piso,2047,2006-01-09,Alquiler,Barcelona,249,2053005,2006-07-24,Luisa
Industrial,2052,2006-01-11,Alquiler,Girona,68,386036,2006-10-14,Jesús
Piso,2056,2006-01-12,Alquiler,Girona,289,2462280,2007-01-05,Jesús
Industrial,2057,2006-01-12,Alquiler,Barcelona,54,419256,2006-11-30,María
Oficina,2059,2006-01-13,Alquiler,Barcelona,98,738430,2006-12-28,Luisa
Local,2062,2006-01-13,Alquiler,Lleida,54,466722,2006-05-21,Jesús
Local,2068,2006-01-14,Alquiler,Lleida,255,2494410,2006-11-22,Luisa
Suelo,2070,2006-01-15,Venta,Barcelona,245,2399040,2006-05-31,Joaquín
Oficina,2071,2006-01-15,Alquiler,Lleida,272,2487712,2006-04-25,Carmen
Casa,2072,2006-01-15,Venta,Barcelona,93,808170,2006-07-03,Jesús
Casa,2073,2006-01-15,Venta,Girona,239,2030783,2006-12-16,María
Industrial,2074,2006-01-16,Venta,Barcelona,80,363280,2006-12-19,Pedro
Industrial,2077,2006-01-17,Alquiler,Lleida,246,2398008,2006-05-22,Jesús
Suelo,2080,2006-01-18,Venta,Girona,234,2049606,2006-04-21,María
Local,2081,2006-01-18,Venta,Girona,66,500610,2006-05-15,Luisa
Piso,2083,2006-01-19,Venta,Girona,267,2245203,2006-07-28,María
Industrial,2085,2006-01-19,Venta,Girona,296,2387832,2006-06-28,María
Parking,2087,2006-01-20,Alquiler,Barcelona,265,2119735,2006-10-15,Pedro
Suelo,2089,2006-01-21,Alquiler,Tarragona,41,255061,2006-12-15,Pedro
Suelo,2092,2006-01-23,Venta,Girona,85,472685,2006-09-01,Pedro
Local,2095,2006-01-23,Venta,Lleida,40,272880,2006-09-01,María
Casa,2100,2006-01-24,Venta,Lleida,80,727680,2006-07-12,Joaquín
Industrial,2107,2006-01-25,Venta,Lleida,84,816228,2006-12-22,Jesús
Casa,2109,2006-01-26,Venta,Lleida,91,528892,2006-12-14,María
Oficina,2111,2006-01-26,Venta,Lleida,261,2233899,2006-10-29,Luisa
Parking,2112,2006-01-26,Venta,Tarragona,81,709560,2006-06-28,Joaquín
Oficina,2113,2006-01-26,Venta,Lleida,258,2111472,2006-05-31,Joaquín
Suelo,2117,2006-01-29,Alquiler,Lleida,95,748790,2007-01-08,Luisa
Suelo,2119,2006-01-29,Alquiler,Girona,98,509600,2006-11-10,Pedro
Oficina,2120,2006-01-30,Alquiler,Girona,75,378900,2006-12-16,Carmen
Local,2123,2006-01-31,Venta,Barcelona,56,550816,2006-12-03,Jesús
Parking,2124,2006-02-01,Venta,Lleida,89,475171,2006-10-12,Luisa
Casa,2125,2006-02-01,Venta,Barcelona,95,650750,2006-09-24,Carmen
Piso,2126,2006-02-01,Venta,Barcelona,252,2381400,2006-06-13,María
Parking,2128,2006-02-02,Venta,Lleida,264,2181432,2006-12-25,María
Casa,2133,2006-02-03,Venta,Barcelona,40,190280,2006-11-22,Joaquín
Parking,2134,2006-02-03,Venta,Lleida,235,2290545,2006-08-22,Carmen
Piso,2136,2006-02-04,Venta,Tarragona,68,669664,2006-05-29,Jesús
Industrial,2141,2006-02-06,Alquiler,Lleida,65,272545,2006-06-23,Carmen
Suelo,2142,2006-02-06,Alquiler,Tarragona,88,808192,2007-01-17,Carmen
Oficina,2145,2006-02-07,Venta,Tarragona,46,224342,2006-06-14,Jesús
Piso,2146,2006-02-07,Venta,Tarragona,95,570760,2006-07-01,María
Local,2151,2006-02-09,Venta,Lleida,43,303365,2006-12-24,Pedro
Parking,2153,2006-02-09,Venta,Barcelona,227,2001232,2006-12-06,María
Casa,2158,2006-02-11,Venta,Tarragona,96,652896,2006-11-07,Joaquín
Oficina,2164,2006-02-12,Venta,Tarragona,62,506540,2006-10-08,Joaquín
Casa,2165,2006-02-13,Venta,Barcelona,83,444299,2007-01-18,Joaquín
Piso,2168,2006-02-15,Alquiler,Tarragona,84,481992,2006-07-28,Jesús
Suelo,2169,2006-02-15,Venta,Tarragona,227,2069786,2006-10-16,Luisa
Oficina,2173,2006-02-16,Venta,Tarragona,279,2331324,2006-08-02,Joaquín
Suelo,2177,2006-02-17,Alquiler,Barcelona,78,366132,2006-11-20,Jesús
Industrial,2178,2006-02-17,Venta,Girona,271,2108109,2006-12-24,Pedro
Local,2183,2006-02-18,Venta,Tarragona,55,262185,2007-02-02,Joaquín
Local,2185,2006-02-18,Alquiler,Girona,88,770968,2006-10-27,Luisa
Industrial,2187,2006-02-20,Alquiler,Tarragona,71,342078,2006-12-28,Pedro
Casa,2191,2006-02-20,Alquiler,Tarragona,88,544896,2006-12-08,Carmen
Parking,2193,2006-02-21,Alquiler,Barcelona,260,2470000,2006-05-27,Luisa
Oficina,2196,2006-02-22,Alquiler,Barcelona,64,319616,2006-07-06,Carmen
Casa,2203,2006-02-24,Alquiler,Tarragona,78,443976,2006-07-17,Jesús
Industrial,2204,2006-02-27,Alquiler,Tarragona,81,788697,2006-08-18,Luisa
Casa,2207,2006-02-28,Venta,Barcelona,281,2577332,2006-07-03,Carmen
Suelo,2213,2006-03-02,Alquiler,Girona,97,493924,2007-01-21,Luisa
Oficina,2219,2006-03-03,Alquiler,Lleida,74,697746,2007-01-11,Carmen
Suelo,2220,2006-03-04,Alquiler,Lleida,48,348720,2006-11-26,Luisa
Piso,2223,2006-03-04,Alquiler,Girona,99,927927,2006-09-04,María
Parking,2232,2006-03-07,Venta,Barcelona,227,2257515,2007-02-06,Luisa
Suelo,2235,2006-03-08,Venta,Barcelona,62,500836,2007-02-16,Joaquín
Casa,2240,2006-03-09,Venta,Girona,52,503828,2006-09-26,Jesús
Industrial,2242,2006-03-11,Venta,Tarragona,84,708792,2007-02-26,Luisa
Piso,2243,2006-03-11,Alquiler,Barcelona,45,446940,2006-07-17,Pedro
Industrial,2246,2006-03-13,Alquiler,Girona,240,2175360,2006-09-07,Luisa
Industrial,2250,2006-03-14,Alquiler,Barcelona,63,343602,2006-10-16,Carmen
Parking,2252,2006-03-15,Venta,Lleida,48,400512,2006-07-22,Pedro
Oficina,2254,2006-03-16,Alquiler,Tarragona,87,603780,2007-03-07,Joaquín
Parking,2258,2006-03-18,Alquiler,Barcelona,60,358620,2006-11-26,María
Oficina,2260,2006-03-19,Alquiler,Barcelona,83,743265,2007-01-03,Joaquín
Industrial,2261,2006-03-20,Alquiler,Lleida,93,435333,2006-10-19,Jesús
Oficina,2266,2006-03-21,Venta,Girona,290,2797050,2006-10-02,Luisa
Parking,2268,2006-03-21,Alquiler,Girona,97,885998,2007-01-31,Carmen
Casa,2276,2006-03-26,Alquiler,Barcelona,235,2145315,2007-02-09,Joaquín
Oficina,2277,2006-03-26,Venta,Girona,263,2034042,2006-09-08,Carmen
Oficina,2278,2006-03-26,Alquiler,Tarragona,294,2427558,2007-01-30,Pedro
Oficina,2279,2006-03-28,Venta,Tarragona,66,328482,2006-12-14,Joaquín
Casa,2282,2006-03-29,Venta,Tarragona,76,385396,2007-02-17,Jesús
Oficina,2283,2006-03-29,Alquiler,Girona,42,238014,2006-09-04,Pedro
Local,2284,2006-03-29,Alquiler,Girona,70,433370,2006-09-20,María
Piso,2290,2006-03-31,Venta,Lleida,97,950891,2007-03-13,Luisa
Industrial,2299,2006-04-02,Alquiler,Girona,41,403727,2006-12-26,Jesús
Industrial,2303,2006-04-03,Alquiler,Girona,79,595660,2006-09-03,Pedro
Local,2308,2006-04-05,Alquiler,Lleida,261,2598516,2006-08-29,Carmen
Parking,2309,2006-04-05,Venta,Tarragona,298,2236490,2007-01-07,Joaquín
Suelo,2310,2006-04-06,Venta,Girona,82,593352,2006-11-25,Joaquín
Suelo,2311,2006-04-06,Alquiler,Girona,80,770800,2006-11-02,Pedro
Suelo,2313,2006-04-07,Alquiler,Girona,82,418610,2007-03-03,Joaquín
Local,2315,2006-04-07,Alquiler,Lleida,84,412272,2006-11-08,Luisa
Piso,2319,2006-04-09,Venta,Lleida,47,313537,2007-01-05,Joaquín
Casa,2321,2006-04-09,Alquiler,Tarragona,58,407044,2006-08-29,Jesús
Casa,2322,2006-04-09,Alquiler,Barcelona,45,402885,2007-03-28,Joaquín
Parking,2325,2006-04-10,Alquiler,Barcelona,89,711199,2006-08-21,Carmen
Casa,2326,2006-04-10,Venta,Girona,89,729444,2006-12-27,Luisa
Oficina,2345,2006-04-20,Alquiler,Barcelona,89,673552,2007-01-21,Luisa
Oficina,2350,2006-04-22,Venta,Lleida,62,433008,2006-10-20,Carmen
Parking,2351,2006-04-22,Alquiler,Lleida,94,559206,2006-09-23,Joaquín
Suelo,2354,2006-04-22,Alquiler,Lleida,48,224304,2007-02-11,Luisa
Industrial,2357,2006-04-23,Alquiler,Girona,75,622200,2006-11-26,María
Local,2361,2006-04-26,Venta,Barcelona,218,2136182,2007-01-14,Luisa
Parking,2363,2006-04-27,Alquiler,Tarragona,286,2398682,2006-08-06,Joaquín
Parking,2364,2006-04-28,Alquiler,Girona,70,533680,2007-01-09,María
Local,2367,2006-04-29,Venta,Tarragona,243,2047761,2006-10-12,María
Piso,2369,2006-04-29,Alquiler,Lleida,69,464577,2006-09-20,Joaquín
Suelo,2371,2006-04-29,Venta,Lleida,270,2364390,2007-04-02,Luisa
Casa,2376,2006-05-01,Alquiler,Tarragona,296,2813776,2006-10-22,Luisa
Casa,2384,2006-05-03,Venta,Girona,91,680043,2007-02-03,Pedro
Local,2389,2006-05-05,Alquiler,Girona,250,2281250,2007-03-08,Luisa
Oficina,2392,2006-05-08,Venta,Lleida,92,783380,2007-05-07,María
Piso,2393,2006-05-09,Alquiler,Tarragona,283,2072692,2006-10-02,Carmen
Piso,2395,2006-05-10,Alquiler,Tarragona,300,2585100,2006-10-15,Luisa
Parking,2397,2006-05-12,Alquiler,Barcelona,236,2001280,2007-03-04,Jesús
Parking,2398,2006-05-12,Alquiler,Tarragona,92,506184,2006-12-29,María
Local,2401,2006-05-13,Venta,Girona,216,2144448,2007-01-26,María
Suelo,2402,2006-05-13,Alquiler,Lleida,86,360942,2006-11-17,Jesús
Parking,2410,2006-05-15,Venta,Tarragona,67,615663,2007-03-24,Jesús
Oficina,2414,2006-05-16,Alquiler,Lleida,257,2203004,2006-11-15,Pedro
Oficina,2415,2006-05-16,Venta,Girona,295,2200405,2007-03-24,María
Industrial,2421,2006-05-19,Alquiler,Tarragona,49,248283,2007-04-14,María
Industrial,2422,2006-05-19,Venta,Tarragona,280,2370200,2007-02-04,Luisa
Suelo,2425,2006-05-20,Venta,Barcelona,285,2603190,2006-11-15,Joaquín
Suelo,2426,2006-05-20,Venta,Girona,247,2320565,2007-05-01,Jesús
Industrial,2428,2006-05-21,Alquiler,Lleida,277,2268076,2007-01-25,María
Casa,2429,2006-05-21,Venta,Girona,273,2682225,,
Casa,2430,2006-05-21,Venta,Girona,245,2037420,2007-04-04,Pedro
Suelo,2431,2006-05-22,Venta,Lleida,271,2303500,2007-01-22,Luisa
Suelo,2436,2006-05-25,Venta,Girona,61,380274,,
Piso,2439,2006-05-26,Alquiler,Barcelona,43,379905,2006-12-26,Jesús
Industrial,2440,2006-05-26,Alquiler,Girona,278,2336590,2006-12-26,Luisa
Local,2442,2006-05-27,Alquiler,Lleida,80,786320,2007-01-05,Jesús
Local,2448,2006-05-29,Alquiler,Tarragona,40,328720,2007-03-20,Luisa
Suelo,2449,2006-05-29,Venta,Barcelona,228,2203620,2007-03-29,Joaquín
Oficina,2451,2006-05-30,Venta,Barcelona,65,458640,2006-11-26,Joaquín
Suelo,2452,2006-05-30,Venta,Lleida,83,825518,2007-04-29,Joaquín
Casa,2454,2006-05-31,Alquiler,Lleida,86,419250,2006-11-26,María
Casa,2460,2006-06-02,Alquiler,Barcelona,209,2017268,2007-01-26,Luisa
Oficina,2466,2006-06-03,Alquiler,Tarragona,91,696696,,
Piso,2468,2006-06-04,Venta,Barcelona,57,360696,2007-02-05,Pedro
Suelo,2478,2006-06-06,Venta,Girona,294,2353176,2006-10-26,Pedro
Parking,2479,2006-06-06,Venta,Tarragona,73,395879,2007-02-08,Jesús
Parking,2480,2006-06-06,Alquiler,Tarragona,81,405324,,
Industrial,2485,2006-06-07,Alquiler,Tarragona,270,2632500,2007-04-18,Carmen
Suelo,2487,2006-06-08,Alquiler,Girona,71,378359,2007-01-11,Pedro
Suelo,2488,2006-06-08,Alquiler,Tarragona,255,2380170,2006-09-30,Pedro
Suelo,2489,2006-06-09,Alquiler,Lleida,267,2211294,2007-05-06,Joaquín
Industrial,2490,2006-06-10,Alquiler,Tarragona,298,2693026,,
Local,2492,2006-06-10,Venta,Girona,90,872280,2007-04-17,Joaquín
Casa,2494,2006-06-11,Venta,Girona,77,745822,2006-12-21,Jesús
Piso,2495,2006-06-11,Venta,Girona,98,918652,,
Casa,2501,2006-06-11,Alquiler,Girona,231,2069529,2006-12-24,Jesús
Suelo,2502,2006-06-13,Venta,Tarragona,89,422750,,
Parking,2503,2006-06-13,Venta,Girona,282,2717634,2006-11-30,Pedro
Local,2504,2006-06-13,Venta,Barcelona,245,2090340,,
Oficina,2505,2006-06-14,Venta,Lleida,239,2235367,2006-10-09,María
Parking,2511,2006-06-16,Alquiler,Lleida,83,797215,2006-10-11,Pedro
Piso,2512,2006-06-16,Venta,Tarragona,280,2384480,2007-01-01,Pedro
Local,2515,2006-06-17,Alquiler,Lleida,245,2030805,2006-12-11,María
Suelo,2516,2006-06-18,Alquiler,Tarragona,45,181170,2007-02-05,Jesús
Local,2517,2006-06-18,Alquiler,Girona,297,2162160,2006-12-28,Jesús
Oficina,2519,2006-06-20,Alquiler,Lleida,63,413910,2007-04-29,María
Oficina,2520,2006-06-21,Venta,Girona,277,2250348,2007-04-21,Jesús
Local,2522,2006-06-21,Alquiler,Girona,97,620218,2007-02-02,Jesús
Industrial,2524,2006-06-22,Venta,Tarragona,91,885339,2006-09-28,Pedro
Casa,2525,2006-06-22,Alquiler,Tarragona,246,2198502,2006-11-10,Carmen
Suelo,2527,2006-06-23,Venta,Lleida,298,2458798,2006-12-10,Jesús
Piso,2532,2006-06-25,Venta,Tarragona,66,373032,,
Piso,2535,2006-06-26,Venta,Lleida,99,819621,2006-10-11,Pedro
Piso,2537,2006-06-28,Alquiler,Girona,71,320281,2007-03-07,Jesús
Piso,2539,2006-06-30,Alquiler,Girona,68,396780,2007-02-10,Carmen
Oficina,2542,2006-06-30,Venta,Girona,291,2849763,2007-04-28,Joaquín
Industrial,2543,2006-06-30,Venta,Girona,46,373106,,
Parking,2546,2006-07-01,Alquiler,Girona,89,594698,2007-03-25,Jesús
Industrial,2553,2006-07-04,Alquiler,Girona,74,304288,2007-05-07,Luisa
Industrial,2554,2006-07-04,Alquiler,Barcelona,275,2415325,2006-12-17,Carmen
Casa,2555,2006-07-04,Venta,Barcelona,267,2091144,2006-12-24,Luisa
Local,2559,2006-07-06,Alquiler,Girona,76,546440,2007-04-10,Luisa
Piso,2561,2006-07-07,Alquiler,Girona,58,350610,2007-03-09,María
Oficina,2566,2006-07-09,Venta,Barcelona,81,654885,2006-11-13,Pedro
Casa,2568,2006-07-10,Alquiler,Lleida,83,503478,2007-04-04,Joaquín
Local,2569,2006-07-10,Alquiler,Girona,50,390400,2007-01-15,Carmen
Parking,2570,2006-07-10,Venta,Barcelona,93,512430,2007-04-28,Carmen
Parking,2574,2006-07-11,Venta,Barcelona,256,2470912,,
Oficina,2575,2006-07-13,Venta,Lleida,58,409712,,
Piso,2577,2006-07-13,Alquiler,Lleida,290,2702220,2007-03-16,Carmen
Parking,2579,2006-07-16,Alquiler,Girona,274,2189534,2006-11-17,Luisa
Industrial,2580,2006-07-16,Alquiler,Lleida,83,375243,2007-01-14,Pedro
Suelo,2590,2006-07-19,Alquiler,Lleida,273,2682225,2007-02-04,Pedro
Suelo,2597,2006-07-21,Venta,Girona,68,489600,2007-03-17,Jesús
Oficina,2598,2006-07-21,Alquiler,Barcelona,91,659022,2007-02-26,Pedro
Parking,2600,2006-07-22,Venta,Barcelona,64,485824,2007-02-24,María
Parking,2603,2006-07-23,Venta,Girona,98,497546,2006-12-24,Luisa
Oficina,2612,2006-07-27,Venta,Girona,65,598195,2006-10-30,Joaquín
Casa,2613,2006-07-28,Venta,Barcelona,294,2618364,,
Casa,2615,2006-07-28,Alquiler,Barcelona,239,2199995,2007-03-04,Jesús
Industrial,2618,2006-07-29,Venta,Lleida,84,769860,2007-01-02,Joaquín
Local,2619,2006-07-30,Alquiler,Barcelona,93,867783,2006-12-30,María
Oficina,2622,2006-07-31,Alquiler,Lleida,291,2874207,2007-04-24,Jesús
Piso,2624,2006-07-31,Alquiler,Tarragona,52,395096,2007-03-21,María
Suelo,2626,2006-08-01,Venta,Girona,97,515555,,
Parking,2630,2006-08-03,Alquiler,Tarragona,53,395751,2007-04-18,Joaquín
Piso,2635,2006-08-06,Alquiler,Tarragona,253,2211979,2007-03-05,María
Oficina,2638,2006-08-08,Alquiler,Girona,97,696169,,
Local,2640,2006-08-08,Venta,Tarragona,78,596778,2006-12-06,Pedro
Industrial,2642,2006-08-08,Alquiler,Lleida,275,2171950,,
Industrial,2644,2006-08-09,Venta,Barcelona,282,2205240,,
Local,2652,2006-08-13,Venta,Tarragona,98,957264,,
Piso,2654,2006-08-13,Alquiler,Girona,297,2909412,,
Oficina,2656,2006-08-13,Alquiler,Barcelona,86,733236,2006-12-15,Jesús
Oficina,2659,2006-08-14,Venta,Tarragona,73,395149,,
Casa,2660,2006-08-15,Alquiler,Tarragona,61,563762,,
Oficina,2661,2006-08-16,Venta,Girona,81,557604,2006-12-17,Carmen
Industrial,2665,2006-08-21,Alquiler,Girona,71,336043,2007-03-05,Luisa
Oficina,2666,2006-08-21,Venta,Barcelona,258,2539236,2007-01-11,Joaquín
Piso,2668,2006-08-21,Venta,Tarragona,84,554148,,
Parking,2671,2006-08-22,Venta,Lleida,99,925749,,
Parking,2673,2006-08-22,Alquiler,Barcelona,40,380280,2007-03-29,Jesús
Piso,2675,2006-08-23,Venta,Barcelona,41,219145,2006-12-21,Carmen
Piso,2676,2006-08-23,Venta,Girona,294,2574558,,
Piso,2679,2006-08-25,Alquiler,Girona,58,326598,2007-03-23,María
Parking,2681,2006-08-26,Alquiler,Barcelona,61,531493,2007-01-03,Jesús
Parking,2683,2006-08-26,Alquiler,Barcelona,59,307744,2007-04-28,María
Suelo,2684,2006-08-27,Alquiler,Barcelona,67,506252,,
Piso,2685,2006-08-27,Alquiler,Girona,76,498560,2007-01-28,Pedro
Piso,2689,2006-08-28,Venta,Girona,263,2173169,2007-01-20,María
Local,2690,2006-08-29,Venta,Barcelona,272,2399312,2006-12-28,Luisa
Parking,2691,2006-08-29,Alquiler,Girona,44,380072,2006-12-14,Joaquín
Casa,2692,2006-08-29,Alquiler,Tarragona,73,354853,,
Piso,2694,2006-08-30,Venta,Lleida,233,2200452,,
Casa,2696,2006-08-30,Venta,Tarragona,255,2080290,2007-01-19,Luisa
Oficina,2697,2006-08-31,Venta,Barcelona,298,2977318,,
Local,2698,2006-09-01,Alquiler,Barcelona,43,403770,2007-02-28,Jesús
Piso,2699,2006-09-01,Venta,Tarragona,70,634130,2007-02-19,Joaquín
Casa,2703,2006-09-04,Venta,Barcelona,289,2534241,2007-01-28,María
Casa,2705,2006-09-04,Alquiler,Tarragona,67,613251,2007-03-08,Joaquín
Piso,2707,2006-09-05,Venta,Tarragona,51,351492,2007-01-26,María
Local,2708,2006-09-05,Alquiler,Girona,242,2326346,,
Piso,2710,2006-09-06,Alquiler,Girona,274,2445724,2006-12-20,Luisa
Parking,2711,2006-09-07,Venta,Girona,286,2153580,,
Suelo,2712,2006-09-07,Alquiler,Tarragona,71,348823,,
Industrial,2714,2006-09-07,Alquiler,Girona,53,478431,2007-01-28,Carmen
Local,2716,2006-09-07,Venta,Lleida,224,2076480,,
Suelo,2717,2006-09-08,Alquiler,Tarragona,94,407114,2007-04-24,Pedro
Parking,2721,2006-09-09,Venta,Tarragona,48,256992,,
Parking,2722,2006-09-10,Venta,Barcelona,251,2180939,,
Parking,2730,2006-09-13,Venta,Barcelona,68,583236,,
Piso,2731,2006-09-13,Venta,Barcelona,294,2885316,2007-02-13,María
Oficina,2737,2006-09-16,Alquiler,Barcelona,72,604440,,
Oficina,2740,2006-09-18,Venta,Lleida,239,2297985,,
Suelo,2747,2006-09-20,Alquiler,Tarragona,208,2066688,,
Parking,2750,2006-09-21,Venta,Lleida,257,2121278,2007-02-23,Joaquín
Local,2752,2006-09-22,Venta,Girona,257,2242839,,
Piso,2754,2006-09-23,Venta,Barcelona,254,2001266,2007-02-10,Luisa
Piso,2758,2006-09-25,Venta,Lleida,98,458346,,
Suelo,2759,2006-09-25,Alquiler,Lleida,41,185976,2007-01-19,Luisa
Suelo,2761,2006-09-26,Alquiler,Tarragona,77,375067,2007-01-10,Carmen
Piso,2770,2006-09-30,Venta,Girona,244,2291404,2007-04-23,María
Industrial,2771,2006-10-02,Venta,Girona,77,496881,2007-02-01,Luisa
Local,2772,2006-10-02,Alquiler,Girona,72,372672,2007-05-04,María
Piso,2776,2006-10-04,Venta,Girona,290,2381770,2007-03-11,María
Industrial,2777,2006-10-04,Venta,Tarragona,284,2072632,2007-02-02,Joaquín
Suelo,2781,2006-10-05,Venta,Tarragona,95,724090,,
Oficina,2784,2006-10-06,Venta,Barcelona,272,2008176,,
Suelo,2785,2006-10-07,Venta,Girona,51,288966,,
Piso,2788,2006-10-08,Alquiler,Barcelona,59,552476,,
Piso,2791,2006-10-08,Venta,Barcelona,99,914463,2007-01-22,Jesús
Casa,2794,2006-10-09,Venta,Girona,57,360582,,
Local,2795,2006-10-09,Alquiler,Lleida,280,2327080,,
Parking,2797,2006-10-10,Venta,Lleida,275,2096050,,
Casa,2800,2006-10-11,Venta,Barcelona,212,2108128,,
Oficina,2802,2006-10-13,Venta,Lleida,64,594880,2007-04-06,Luisa
Parking,2803,2006-10-13,Venta,Tarragona,244,2429752,2007-01-15,Carmen
Oficina,2806,2006-10-13,Alquiler,Tarragona,271,2621925,2007-02-19,Carmen
